"Busco id"	Status	Sequence	Score	Length
443928at33208	Complete	Diphyes_dispar@4242312	430.7	316
444160at33208	Complete	Diphyes_dispar@4092559	251.0	172
444231at33208	Complete	Diphyes_dispar@4254982	56.5	102
445031at33208	Duplicated	Diphyes_dispar@4144045	338.1	306
445031at33208	Duplicated	Diphyes_dispar@4187523	319.9	305
446000at33208	Complete	Diphyes_dispar@4264832	236.2	169
446031at33208	Complete	Diphyes_dispar@4250357	342.0	240
447320at33208	Complete	Diphyes_dispar@4088252	191.4	238
447400at33208	Complete	Diphyes_dispar@4157313	147.9	137
448196at33208	Complete	Diphyes_dispar@4250958	377.8	219
449056at33208	Complete	Diphyes_dispar@4132055	232.7	210
449189at33208	Complete	Diphyes_dispar@4284875	586.9	403
450643at33208	Fragmented	Diphyes_dispar@4184939	141.4	143
450785at33208	Complete	Diphyes_dispar@4243986	107.2	81
451242at33208	Complete	Diphyes_dispar@4134566	207.6	198
451957at33208	Complete	Diphyes_dispar@4202509	392.3	253
452208at33208	Complete	Diphyes_dispar@4080133	217.0	190
452499at33208	Complete	Diphyes_dispar@4100528	300.5	216
453049at33208	Complete	Diphyes_dispar@4183811	310.4	403
453052at33208	Fragmented	Diphyes_dispar@4246056	317.2	235
453056at33208	Complete	Diphyes_dispar@4131874	450.8	367
453687at33208	Complete	Diphyes_dispar@4273515	356.5	266
454911at33208	Complete	Diphyes_dispar@4160539	603.7	622
455512at33208	Fragmented	Diphyes_dispar@4219648	125.8	95
455941at33208	Complete	Diphyes_dispar@4187989	242.1	230
456998at33208	Complete	Diphyes_dispar@4077052	214.2	200
457777at33208	Complete	Diphyes_dispar@4210314	493.0	319
458974at33208	Complete	Diphyes_dispar@4271690	91.2	127
458988at33208	Complete	Diphyes_dispar@4090878	396.8	382
459253at33208	Complete	Diphyes_dispar@4248287	306.2	211
460518at33208	Complete	Diphyes_dispar@4197713	378.0	274
461123at33208	Fragmented	Diphyes_dispar@4151310	98.7	112
461193at33208	Complete	Diphyes_dispar@4119830	217.0	207
462325at33208	Complete	Diphyes_dispar@4155455	267.5	204
462897at33208	Fragmented	Diphyes_dispar@4077018	199.5	210
463071at33208	Complete	Diphyes_dispar@4084878	250.6	249
464204at33208	Complete	Diphyes_dispar@4244890	351.5	297
464243at33208	Complete	Diphyes_dispar@4240532	64.7	106
464286at33208	Complete	Diphyes_dispar@4263836	235.2	311
464312at33208	Complete	Diphyes_dispar@4128615	238.0	289
464987at33208	Complete	Diphyes_dispar@4097191	252.4	165
465092at33208	Complete	Diphyes_dispar@4198569	236.3	175
465401at33208	Complete	Diphyes_dispar@4230599	243.4	185
465512at33208	Complete	Diphyes_dispar@4251406	815.4	834
465703at33208	Complete	Diphyes_dispar@4181578	226.2	179
466616at33208	Complete	Diphyes_dispar@4269505	458.7	500
466942at33208	Complete	Diphyes_dispar@4159332	92.3	182
467106at33208	Complete	Diphyes_dispar@4092898	327.2	253
467142at33208	Complete	Diphyes_dispar@4237546	283.7	290
467744at33208	Complete	Diphyes_dispar@4249809	267.0	258
468248at33208	Fragmented	Diphyes_dispar@4139715	269.6	181
468359at33208	Complete	Diphyes_dispar@4272920	363.3	228
468631at33208	Complete	Diphyes_dispar@4082918	131.1	160
468710at33208	Complete	Diphyes_dispar@4266198	85.8	137
468757at33208	Complete	Diphyes_dispar@4268434	107.9	237
469367at33208	Complete	Diphyes_dispar@4269186	318.6	293
470523at33208	Complete	Diphyes_dispar@4133820	246.0	195
471608at33208	Complete	Diphyes_dispar@4282701	319.3	218
471787at33208	Duplicated	Diphyes_dispar@4193065	370.5	317
471787at33208	Duplicated	Diphyes_dispar@4099397	346.4	329
472313at33208	Complete	Diphyes_dispar@4267344	181.0	175
472352at33208	Complete	Diphyes_dispar@4183592	116.6	134
473106at33208	Complete	Diphyes_dispar@4232668	401.5	341
474144at33208	Duplicated	Diphyes_dispar@4080409	208.5	181
474144at33208	Duplicated	Diphyes_dispar@4274794	206.8	192
474387at33208	Complete	Diphyes_dispar@4187708	362.6	311
475826at33208	Complete	Diphyes_dispar@4229110	222.4	212
476036at33208	Duplicated	Diphyes_dispar@4244023	324.5	219
476036at33208	Duplicated	Diphyes_dispar@4158184	281.2	247
477052at33208	Fragmented	Diphyes_dispar@4275372	112.8	135
477939at33208	Complete	Diphyes_dispar@4097960	245.5	276
477998at33208	Complete	Diphyes_dispar@4144837	173.3	226
478073at33208	Duplicated	Diphyes_dispar@4283050	411.4	226
478073at33208	Duplicated	Diphyes_dispar@4082897	363.5	199
478984at33208	Complete	Diphyes_dispar@4232019	272.1	192
480700at33208	Complete	Diphyes_dispar@4232916	167.8	159
480735at33208	Complete	Diphyes_dispar@4107743	302.7	240
481557at33208	Complete	Diphyes_dispar@4081613	150.7	196
482691at33208	Complete	Diphyes_dispar@4271760	398.0	265
483489at33208	Complete	Diphyes_dispar@4210709	164.9	209
485003at33208	Complete	Diphyes_dispar@4199484	247.3	195
485696at33208	Complete	Diphyes_dispar@4111079	205.1	224
486370at33208	Complete	Diphyes_dispar@4207803	111.7	302
486431at33208	Fragmented	Diphyes_dispar@4200180	190.1	140
486743at33208	Complete	Diphyes_dispar@4088961	123.2	185
486993at33208	Complete	Diphyes_dispar@4104147	296.2	247
487873at33208	Complete	Diphyes_dispar@4184091	102.7	144
487987at33208	Complete	Diphyes_dispar@4212053	150.6	141
488559at33208	Complete	Diphyes_dispar@4164717	179.9	167
488635at33208	Complete	Diphyes_dispar@4094558	218.8	239
489359at33208	Fragmented	Diphyes_dispar@4234984	126.6	136
489858at33208	Complete	Diphyes_dispar@4096012	164.4	149
489997at33208	Complete	Diphyes_dispar@4239005	260.3	306
490248at33208	Complete	Diphyes_dispar@4279949	206.5	170
491252at33208	Complete	Diphyes_dispar@4146268	168.4	175
491289at33208	Complete	Diphyes_dispar@4078104	240.8	213
492033at33208	Complete	Diphyes_dispar@4194640	293.8	168
493913at33208	Complete	Diphyes_dispar@4294965	348.4	240
494057at33208	Complete	Diphyes_dispar@4078499	156.0	141
495100at33208	Complete	Diphyes_dispar@4098992	80.1	293
495175at33208	Complete	Diphyes_dispar@4094009	238.1	180
495207at33208	Fragmented	Diphyes_dispar@4231901	127.0	115
495311at33208	Complete	Diphyes_dispar@4269596	270.2	161
495389at33208	Complete	Diphyes_dispar@4156377	127.0	170
495605at33208	Complete	Diphyes_dispar@4182127	352.8	182
495926at33208	Fragmented	Diphyes_dispar@4076017	87.1	70
496070at33208	Complete	Diphyes_dispar@4081586	89.9	146
496219at33208	Complete	Diphyes_dispar@4281713	375.9	248
498535at33208	Complete	Diphyes_dispar@4119438	308.6	179
500261at33208	Complete	Diphyes_dispar@4133024	289.4	234
501396at33208	Complete	Diphyes_dispar@4090281	273.1	168
501546at33208	Complete	Diphyes_dispar@4103827	70.6	109
502128at33208	Complete	Diphyes_dispar@4227668	369.2	302
502407at33208	Duplicated	Diphyes_dispar@4207291	233.7	171
502407at33208	Duplicated	Diphyes_dispar@4091626	223.6	171
502584at33208	Complete	Diphyes_dispar@4209578	146.8	238
502691at33208	Duplicated	Diphyes_dispar@4199218	345.8	205
502691at33208	Duplicated	Diphyes_dispar@4180558	339.7	205
503333at33208	Complete	Diphyes_dispar@4165601	419.3	238
503828at33208	Complete	Diphyes_dispar@4261789	145.5	176
504207at33208	Complete	Diphyes_dispar@4127828	418.6	307
504292at33208	Complete	Diphyes_dispar@4248441	191.2	138
504691at33208	Complete	Diphyes_dispar@4113607	107.9	137
504731at33208	Duplicated	Diphyes_dispar@4290048	296.5	210
504731at33208	Duplicated	Diphyes_dispar@4292403	291.7	166
505248at33208	Complete	Diphyes_dispar@4180171	225.9	169
508188at33208	Complete	Diphyes_dispar@4215255	251.6	231
508379at33208	Complete	Diphyes_dispar@4163925	194.2	130
508986at33208	Complete	Diphyes_dispar@4187749	110.0	188
509494at33208	Complete	Diphyes_dispar@4105952	217.0	123
509816at33208	Complete	Diphyes_dispar@4250987	177.4	158
510174at33208	Duplicated	Diphyes_dispar@4177947	271.9	207
510174at33208	Duplicated	Diphyes_dispar@4297998	250.3	190
510522at33208	Complete	Diphyes_dispar@4266200	186.6	198
510581at33208	Fragmented	Diphyes_dispar@4172990	173.4	119
511272at33208	Fragmented	Diphyes_dispar@4078143	137.1	144
511386at33208	Duplicated	Diphyes_dispar@4269305	393.4	471
511386at33208	Duplicated	Diphyes_dispar@4162103	390.1	383
511575at33208	Complete	Diphyes_dispar@4221855	256.2	160
511668at33208	Complete	Diphyes_dispar@4096613	143.7	183
514121at33208	Complete	Diphyes_dispar@4103783	272.2	206
514296at33208	Complete	Diphyes_dispar@4094041	210.1	135
514565at33208	Fragmented	Diphyes_dispar@4223711	247.2	119
514675at33208	Complete	Diphyes_dispar@4208711	228.2	201
514698at33208	Complete	Diphyes_dispar@4203705	180.0	158
514724at33208	Complete	Diphyes_dispar@4209594	178.5	157
514727at33208	Complete	Diphyes_dispar@4142898	54.5	204
514740at33208	Complete	Diphyes_dispar@4096852	254.4	177
514834at33208	Complete	Diphyes_dispar@4273625	116.5	191
514892at33208	Complete	Diphyes_dispar@4124223	302.2	204
515058at33208	Complete	Diphyes_dispar@4207011	445.8	300
515377at33208	Complete	Diphyes_dispar@4240388	134.8	186
515410at33208	Complete	Diphyes_dispar@4173522	190.4	151
515528at33208	Complete	Diphyes_dispar@4241205	148.8	188
515640at33208	Complete	Diphyes_dispar@4291732	319.3	193
516078at33208	Complete	Diphyes_dispar@4077593	307.1	238
516321at33208	Fragmented	Diphyes_dispar@4211302	115.9	75
516481at33208	Fragmented	Diphyes_dispar@4283498	90.3	124
516659at33208	Complete	Diphyes_dispar@4273827	94.0	162
516716at33208	Complete	Diphyes_dispar@4183089	274.7	309
517311at33208	Complete	Diphyes_dispar@4168159	202.3	156
517525at33208	Duplicated	Diphyes_dispar@4210146	204.2	259
517525at33208	Duplicated	Diphyes_dispar@4272173	195.9	253
517686at33208	Complete	Diphyes_dispar@4163819	122.2	98
517968at33208	Fragmented	Diphyes_dispar@4202047	87.3	75
518288at33208	Complete	Diphyes_dispar@4150008	408.9	282
518569at33208	Complete	Diphyes_dispar@4208243	325.7	285
518635at33208	Complete	Diphyes_dispar@4215524	403.6	350
519030at33208	Complete	Diphyes_dispar@4148257	156.0	194
519303at33208	Complete	Diphyes_dispar@4218739	358.7	348
519777at33208	Fragmented	Diphyes_dispar@4091792	153.9	135
520011at33208	Complete	Diphyes_dispar@4248486	158.2	206
521343at33208	Complete	Diphyes_dispar@4223906	105.1	138
522886at33208	Complete	Diphyes_dispar@4275501	158.4	155
522988at33208	Fragmented	Diphyes_dispar@4202766	214.2	183
523206at33208	Complete	Diphyes_dispar@4224399	132.3	141
523376at33208	Fragmented	Diphyes_dispar@4105484	112.2	123
523534at33208	Fragmented	Diphyes_dispar@4146654	144.9	85
524148at33208	Complete	Diphyes_dispar@4234438	331.0	290
524165at33208	Complete	Diphyes_dispar@4260904	216.7	320
524322at33208	Complete	Diphyes_dispar@4117268	128.8	128
525542at33208	Complete	Diphyes_dispar@4217305	186.4	174
525888at33208	Complete	Diphyes_dispar@4124501	158.9	115
526074at33208	Complete	Diphyes_dispar@4206802	206.1	139
526487at33208	Complete	Diphyes_dispar@4163043	308.4	181
526673at33208	Complete	Diphyes_dispar@4244066	393.6	265
527406at33208	Complete	Diphyes_dispar@4123874	350.9	235
528325at33208	Complete	Diphyes_dispar@4167872	289.6	158
529092at33208	Complete	Diphyes_dispar@4254718	166.9	119
529093at33208	Complete	Diphyes_dispar@4084584	311.3	206
529708at33208	Fragmented	Diphyes_dispar@4204074	128.3	134
529852at33208	Complete	Diphyes_dispar@4293957	136.1	98
530431at33208	Complete	Diphyes_dispar@4146921	420.1	386
532406at33208	Complete	Diphyes_dispar@4157776	208.6	176
532693at33208	Complete	Diphyes_dispar@4074578	253.0	252
532728at33208	Complete	Diphyes_dispar@4252499	153.2	127
532930at33208	Complete	Diphyes_dispar@4235591	179.1	184
533666at33208	Complete	Diphyes_dispar@4232130	67.3	171
534172at33208	Complete	Diphyes_dispar@4099421	186.7	195
534206at33208	Complete	Diphyes_dispar@4258676	106.5	154
534312at33208	Complete	Diphyes_dispar@4124054	247.8	133
534757at33208	Complete	Diphyes_dispar@4124086	173.0	221
534808at33208	Complete	Diphyes_dispar@4150100	298.1	274
535268at33208	Complete	Diphyes_dispar@4219880	205.2	137
535367at33208	Complete	Diphyes_dispar@4275420	197.7	151
535524at33208	Complete	Diphyes_dispar@4263426	257.9	160
535650at33208	Complete	Diphyes_dispar@4150286	251.6	165
535806at33208	Complete	Diphyes_dispar@4163815	154.9	132
536251at33208	Complete	Diphyes_dispar@4212212	135.9	127
537470at33208	Duplicated	Diphyes_dispar@4133704	253.0	162
537470at33208	Duplicated	Diphyes_dispar@4150456	252.2	160
537548at33208	Complete	Diphyes_dispar@4079851	276.8	175
537718at33208	Complete	Diphyes_dispar@4269259	136.0	156
537923at33208	Complete	Diphyes_dispar@4181205	271.1	151
538442at33208	Complete	Diphyes_dispar@4130757	135.1	145
539043at33208	Complete	Diphyes_dispar@4164752	217.7	148
539234at33208	Complete	Diphyes_dispar@4284256	216.4	130
539360at33208	Complete	Diphyes_dispar@4272237	155.0	165
539600at33208	Complete	Diphyes_dispar@4135364	183.5	150
540193at33208	Complete	Diphyes_dispar@4230975	171.6	261
541231at33208	Complete	Diphyes_dispar@4213011	98.4	108
543124at33208	Complete	Diphyes_dispar@4128547	169.8	142
544546at33208	Complete	Diphyes_dispar@4147122	69.4	97
544919at33208	Complete	Diphyes_dispar@4182864	168.8	363
545063at33208	Complete	Diphyes_dispar@4079746	96.9	213
545389at33208	Complete	Diphyes_dispar@4123553	253.0	166
545641at33208	Complete	Diphyes_dispar@4167802	203.2	121
545889at33208	Complete	Diphyes_dispar@4275195	170.8	144
546305at33208	Complete	Diphyes_dispar@4085030	78.1	104
546751at33208	Complete	Diphyes_dispar@4253002	246.5	143
547099at33208	Complete	Diphyes_dispar@4211635	220.1	156
547341at33208	Complete	Diphyes_dispar@4258404	187.8	188
548327at33208	Complete	Diphyes_dispar@4210940	174.7	134
548444at33208	Complete	Diphyes_dispar@4284342	242.3	183
548732at33208	Complete	Diphyes_dispar@4277933	197.5	132
549156at33208	Complete	Diphyes_dispar@4074707	227.8	137
549988at33208	Complete	Diphyes_dispar@4232302	63.8	162
551166at33208	Complete	Diphyes_dispar@4221811	158.7	100
551620at33208	Fragmented	Diphyes_dispar@4174522	66.5	143
551632at33208	Complete	Diphyes_dispar@4258380	235.5	172
551831at33208	Duplicated	Diphyes_dispar@4275015	257.0	204
551831at33208	Duplicated	Diphyes_dispar@4206752	251.8	213
552201at33208	Complete	Diphyes_dispar@4239961	319.8	181
552359at33208	Complete	Diphyes_dispar@4185957	141.8	114
552949at33208	Complete	Diphyes_dispar@4287130	81.0	173
553411at33208	Complete	Diphyes_dispar@4170145	129.2	170
553585at33208	Complete	Diphyes_dispar@4093444	287.0	230
554010at33208	Complete	Diphyes_dispar@4225594	262.9	209
554815at33208	Complete	Diphyes_dispar@4080854	232.4	183
555162at33208	Complete	Diphyes_dispar@4243809	268.8	148
555390at33208	Duplicated	Diphyes_dispar@4203079	226.3	129
555390at33208	Duplicated	Diphyes_dispar@4291960	224.2	127
555390at33208	Duplicated	Diphyes_dispar@4203076	203.5	110
555538at33208	Complete	Diphyes_dispar@4124781	114.3	133
556189at33208	Complete	Diphyes_dispar@4253510	162.0	160
556337at33208	Duplicated	Diphyes_dispar@4168560	221.0	124
556337at33208	Duplicated	Diphyes_dispar@4291729	206.4	124
556510at33208	Complete	Diphyes_dispar@4099797	167.9	131
556587at33208	Complete	Diphyes_dispar@4101342	78.7	114
556925at33208	Complete	Diphyes_dispar@4102367	52.2	77
557292at33208	Complete	Diphyes_dispar@4093690	203.9	185
557596at33208	Duplicated	Diphyes_dispar@4211181	319.3	179
557596at33208	Duplicated	Diphyes_dispar@4223739	318.7	180
557596at33208	Duplicated	Diphyes_dispar@4101637	277.5	180
557694at33208	Complete	Diphyes_dispar@4210253	68.0	195
557834at33208	Complete	Diphyes_dispar@4233442	330.2	390
557962at33208	Duplicated	Diphyes_dispar@4108258	302.1	221
557962at33208	Duplicated	Diphyes_dispar@4188234	280.1	249
558368at33208	Complete	Diphyes_dispar@4147255	161.8	195
558385at33208	Complete	Diphyes_dispar@4086962	216.2	210
558552at33208	Complete	Diphyes_dispar@4282638	231.7	124
558791at33208	Complete	Diphyes_dispar@4134618	225.4	138
558897at33208	Complete	Diphyes_dispar@4294996	158.0	148
558933at33208	Complete	Diphyes_dispar@4270376	225.1	181
559501at33208	Complete	Diphyes_dispar@4207680	198.1	162
559576at33208	Complete	Diphyes_dispar@4275813	257.2	265
559732at33208	Complete	Diphyes_dispar@4254810	50.7	96
559883at33208	Complete	Diphyes_dispar@4171693	189.5	159
560453at33208	Duplicated	Diphyes_dispar@4181088	265.3	149
560453at33208	Duplicated	Diphyes_dispar@4114195	264.9	149
560453at33208	Duplicated	Diphyes_dispar@4238125	235.2	122
560584at33208	Complete	Diphyes_dispar@4285136	123.4	85
560694at33208	Complete	Diphyes_dispar@4103772	257.9	209
561054at33208	Complete	Diphyes_dispar@4097460	169.3	128
561248at33208	Complete	Diphyes_dispar@4297597	137.4	175
561417at33208	Complete	Diphyes_dispar@4150222	176.2	124
561688at33208	Complete	Diphyes_dispar@4128546	214.1	188
561878at33208	Complete	Diphyes_dispar@4143016	213.6	194
561943at33208	Complete	Diphyes_dispar@4230276	316.4	243
563084at33208	Complete	Diphyes_dispar@4212697	49.5	73
563358at33208	Complete	Diphyes_dispar@4080226	153.8	139
563359at33208	Complete	Diphyes_dispar@4252443	138.3	180
563426at33208	Complete	Diphyes_dispar@4108100	293.4	299
563832at33208	Complete	Diphyes_dispar@4223921	96.1	132
564234at33208	Complete	Diphyes_dispar@4165248	198.3	156
564286at33208	Complete	Diphyes_dispar@4174487	205.7	117
565053at33208	Complete	Diphyes_dispar@4257568	143.6	139
566026at33208	Complete	Diphyes_dispar@4181967	197.9	177
566116at33208	Fragmented	Diphyes_dispar@4159653	64.3	79
566447at33208	Fragmented	Diphyes_dispar@4235443	67.5	78
566527at33208	Complete	Diphyes_dispar@4093097	235.3	184
567650at33208	Complete	Diphyes_dispar@4137075	148.9	203
567750at33208	Complete	Diphyes_dispar@4247453	147.8	104
567809at33208	Duplicated	Diphyes_dispar@4076387	198.0	116
567809at33208	Duplicated	Diphyes_dispar@4087299	197.6	116
567809at33208	Duplicated	Diphyes_dispar@4269674	187.4	111
568022at33208	Duplicated	Diphyes_dispar@4222070	212.7	151
568022at33208	Duplicated	Diphyes_dispar@4106784	204.9	151
568170at33208	Complete	Diphyes_dispar@4259297	123.2	187
568839at33208	Fragmented	Diphyes_dispar@4283746	67.1	98
568949at33208	Complete	Diphyes_dispar@4215237	222.7	163
569294at33208	Complete	Diphyes_dispar@4181736	146.3	131
569812at33208	Complete	Diphyes_dispar@4274797	236.4	243
569878at33208	Complete	Diphyes_dispar@4297694	213.3	154
570262at33208	Duplicated	Diphyes_dispar@4097629	215.6	173
570262at33208	Duplicated	Diphyes_dispar@4268846	213.9	174
570646at33208	Complete	Diphyes_dispar@4212975	174.7	139
570717at33208	Complete	Diphyes_dispar@4119195	232.1	168
571944at33208	Complete	Diphyes_dispar@4161855	124.1	200
572074at33208	Complete	Diphyes_dispar@4238269	116.9	196
572434at33208	Complete	Diphyes_dispar@4194511	244.1	186
572463at33208	Complete	Diphyes_dispar@4256954	260.6	212
572754at33208	Complete	Diphyes_dispar@4111985	169.9	123
572845at33208	Complete	Diphyes_dispar@4185320	258.7	158
573203at33208	Complete	Diphyes_dispar@4108264	280.0	312
573237at33208	Complete	Diphyes_dispar@4279086	244.3	224
573313at33208	Complete	Diphyes_dispar@4280488	269.8	798
575360at33208	Complete	Diphyes_dispar@4213598	149.4	125
576633at33208	Complete	Diphyes_dispar@4248894	263.0	171
576997at33208	Complete	Diphyes_dispar@4111010	188.5	144
577068at33208	Complete	Diphyes_dispar@4094959	199.1	195
578354at33208	Duplicated	Diphyes_dispar@4084422	219.6	125
578354at33208	Duplicated	Diphyes_dispar@4193724	199.8	126
578582at33208	Complete	Diphyes_dispar@4078048	183.8	126
578684at33208	Complete	Diphyes_dispar@4124300	169.7	200
578726at33208	Complete	Diphyes_dispar@4150748	200.8	177
578734at33208	Complete	Diphyes_dispar@4221752	178.0	192
578959at33208	Complete	Diphyes_dispar@4251931	137.6	114
579029at33208	Fragmented	Diphyes_dispar@4103980	66.3	91
580062at33208	Complete	Diphyes_dispar@4084818	146.3	160
580288at33208	Duplicated	Diphyes_dispar@4161360	228.5	116
580288at33208	Duplicated	Diphyes_dispar@4288037	207.8	116
580851at33208	Complete	Diphyes_dispar@4277687	65.6	97
580896at33208	Complete	Diphyes_dispar@4089179	225.7	232
581006at33208	Complete	Diphyes_dispar@4075995	114.8	123
581543at33208	Complete	Diphyes_dispar@4100453	83.6	122
581547at33208	Complete	Diphyes_dispar@4181640	225.0	147
581621at33208	Duplicated	Diphyes_dispar@4121929	291.0	161
581621at33208	Duplicated	Diphyes_dispar@4278361	267.8	161
581621at33208	Duplicated	Diphyes_dispar@4157574	256.9	143
581717at33208	Complete	Diphyes_dispar@4081683	199.1	224
581779at33208	Complete	Diphyes_dispar@4145057	126.3	161
582265at33208	Complete	Diphyes_dispar@4220930	191.1	153
582341at33208	Duplicated	Diphyes_dispar@4209207	208.8	104
582341at33208	Duplicated	Diphyes_dispar@4216691	206.5	103
582473at33208	Complete	Diphyes_dispar@4216601	204.5	155
582823at33208	Fragmented	Diphyes_dispar@4248754	116.2	143
582951at33208	Complete	Diphyes_dispar@4131030	145.1	99
583626at33208	Complete	Diphyes_dispar@4287252	83.9	130
584023at33208	Complete	Diphyes_dispar@4237589	205.0	211
584333at33208	Complete	Diphyes_dispar@4086294	51.3	111
585078at33208	Complete	Diphyes_dispar@4101966	79.4	73
585232at33208	Complete	Diphyes_dispar@4255948	126.1	126
585305at33208	Complete	Diphyes_dispar@4271025	166.4	85
585313at33208	Complete	Diphyes_dispar@4297467	258.9	185
585656at33208	Duplicated	Diphyes_dispar@4209295	238.2	153
585656at33208	Duplicated	Diphyes_dispar@4261877	206.2	145
585726at33208	Complete	Diphyes_dispar@4227042	178.7	153
585809at33208	Complete	Diphyes_dispar@4076150	189.6	212
586156at33208	Duplicated	Diphyes_dispar@4253986	125.9	111
586156at33208	Duplicated	Diphyes_dispar@4192321	123.1	112
586310at33208	Complete	Diphyes_dispar@4100544	141.1	144
586690at33208	Complete	Diphyes_dispar@4176253	150.0	115
586719at33208	Duplicated	Diphyes_dispar@4076324	216.3	128
586719at33208	Duplicated	Diphyes_dispar@4153943	201.9	127
587399at33208	Complete	Diphyes_dispar@4199750	125.2	148
587407at33208	Complete	Diphyes_dispar@4185021	121.3	185
587513at33208	Complete	Diphyes_dispar@4270807	278.8	289
587958at33208	Complete	Diphyes_dispar@4182801	175.9	83
589773at33208	Complete	Diphyes_dispar@4216771	63.2	53
589901at33208	Complete	Diphyes_dispar@4156719	300.7	308
590347at33208	Complete	Diphyes_dispar@4164354	135.3	127
590416at33208	Complete	Diphyes_dispar@4289787	248.8	171
590470at33208	Fragmented	Diphyes_dispar@4122982	127.0	126
591316at33208	Complete	Diphyes_dispar@4104104	146.1	110
591391at33208	Complete	Diphyes_dispar@4222753	153.2	135
591498at33208	Complete	Diphyes_dispar@4112041	135.9	163
592094at33208	Complete	Diphyes_dispar@4095879	260.7	168
592759at33208	Fragmented	Diphyes_dispar@4134570	126.9	85
592872at33208	Complete	Diphyes_dispar@4165220	178.0	146
594172at33208	Duplicated	Diphyes_dispar@4240701	243.3	119
594172at33208	Duplicated	Diphyes_dispar@4105653	231.4	114
594842at33208	Complete	Diphyes_dispar@4247689	168.4	110
595010at33208	Complete	Diphyes_dispar@4149849	268.8	262
595316at33208	Complete	Diphyes_dispar@4238929	164.2	129
595404at33208	Complete	Diphyes_dispar@4082944	191.0	125
595858at33208	Complete	Diphyes_dispar@4133273	364.2	305
596131at33208	Complete	Diphyes_dispar@4236840	156.2	101
596973at33208	Fragmented	Diphyes_dispar@4287694	124.2	122
597816at33208	Complete	Diphyes_dispar@4089694	173.3	134
598405at33208	Complete	Diphyes_dispar@4170028	130.3	94
598944at33208	Complete	Diphyes_dispar@4159581	178.5	349
599320at33208	Duplicated	Diphyes_dispar@4156329	138.7	93
599320at33208	Duplicated	Diphyes_dispar@4158912	137.5	93
599320at33208	Duplicated	Diphyes_dispar@4109011	137.0	93
599320at33208	Duplicated	Diphyes_dispar@4109018	136.6	93
600462at33208	Complete	Diphyes_dispar@4131940	91.0	141
600823at33208	Complete	Diphyes_dispar@4132181	149.8	165
601242at33208	Complete	Diphyes_dispar@4107655	161.3	133
602089at33208	Complete	Diphyes_dispar@4242423	167.2	98
603370at33208	Duplicated	Diphyes_dispar@4209122	216.2	124
603370at33208	Duplicated	Diphyes_dispar@4127518	191.7	125
603609at33208	Complete	Diphyes_dispar@4168480	131.0	107
603673at33208	Complete	Diphyes_dispar@4283059	166.7	116
604211at33208	Complete	Diphyes_dispar@4222896	103.4	137
604943at33208	Complete	Diphyes_dispar@4196737	151.5	119
606539at33208	Duplicated	Diphyes_dispar@4131024	121.1	114
606539at33208	Duplicated	Diphyes_dispar@4137032	118.3	114
606748at33208	Complete	Diphyes_dispar@4085156	140.6	85
606776at33208	Complete	Diphyes_dispar@4150196	52.0	92
606795at33208	Complete	Diphyes_dispar@4296397	116.5	100
606958at33208	Complete	Diphyes_dispar@4180307	151.8	98
607862at33208	Complete	Diphyes_dispar@4248764	139.9	111
608074at33208	Complete	Diphyes_dispar@4288952	156.9	114
608190at33208	Complete	Diphyes_dispar@4238850	93.9	91
608924at33208	Duplicated	Diphyes_dispar@4209913	177.1	118
608924at33208	Duplicated	Diphyes_dispar@4151774	173.9	118
609899at33208	Duplicated	Diphyes_dispar@4153278	121.4	105
609899at33208	Duplicated	Diphyes_dispar@4153276	119.6	102
610427at33208	Complete	Diphyes_dispar@4075807	121.7	95
611258at33208	Complete	Diphyes_dispar@4249520	173.1	185
611279at33208	Complete	Diphyes_dispar@4155644	156.4	164
612825at33208	Complete	Diphyes_dispar@4106210	121.3	152
613580at33208	Complete	Diphyes_dispar@4244493	166.7	407
613851at33208	Duplicated	Diphyes_dispar@4198736	108.8	106
613851at33208	Duplicated	Diphyes_dispar@4124701	107.1	106
613851at33208	Duplicated	Diphyes_dispar@4226152	106.0	106
613851at33208	Duplicated	Diphyes_dispar@4137206	103.9	106
616120at33208	Complete	Diphyes_dispar@4284470	123.9	103
616149at33208	Complete	Diphyes_dispar@4233883	83.1	79
616613at33208	Duplicated	Diphyes_dispar@4192461	149.3	75
616613at33208	Duplicated	Diphyes_dispar@4202473	146.7	75
616716at33208	Complete	Diphyes_dispar@4097551	146.3	123
617020at33208	Complete	Diphyes_dispar@4128011	154.0	154
617441at33208	Duplicated	Diphyes_dispar@4270539	168.0	81
617441at33208	Duplicated	Diphyes_dispar@4079147	157.6	78
617522at33208	Complete	Diphyes_dispar@4167526	69.5	98
618516at33208	Complete	Diphyes_dispar@4241314	141.0	135
619250at33208	Complete	Diphyes_dispar@4297662	59.7	112
619326at33208	Complete	Diphyes_dispar@4265215	141.7	82
619415at33208	Complete	Diphyes_dispar@4199560	169.6	159
620546at33208	Duplicated	Diphyes_dispar@4168747	73.2	113
620546at33208	Duplicated	Diphyes_dispar@4123719	71.4	111
620753at33208	Complete	Diphyes_dispar@4125496	112.3	114
622156at33208	Complete	Diphyes_dispar@4237898	135.8	115
622172at33208	Fragmented	Diphyes_dispar@4193195	62.3	80
622270at33208	Complete	Diphyes_dispar@4139796	155.3	85
622461at33208	Duplicated	Diphyes_dispar@4136939	171.8	105
