Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0004727,TVG,Q70JA7|CHSS3_HUMAN Chondroitin sulfate synthase 3,Frillagalma vityazi,PalmatGasmat,0.34746114737284184,1522931,2b015d0d18e9e8fa39b82b4ff4e4612c
OG0004811,TVG,Q8IVT5|KSR1_HUMAN Kinase suppressor of Ras 1,Frillagalma vityazi,PalmatGasmat,1.0444285448626138,1607971,NA
OG0004814,TVG,Q7L5Y6|DET1_HUMAN DET1 homolog,Frillagalma vityazi,PalmatGasmat,1.0905126252840613,1519939,NA
OG0004540,TVG,"P09623|DLDH_PIG Dihydrolipoyl dehydrogenase, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1264524252437145,1630006,893967b58b8a812375c8379624bc662b
OG0004689,TVG,Q96RF0|SNX18_HUMAN Sorting nexin-18,Frillagalma vityazi,PalmatGasmat,1.0717931464593582,1668706,d6222e78e70e6341a5f4f30cdc3a72f0
OG0004896,TVG,Q9Y3M9|ZN337_HUMAN Zinc finger protein 337,Frillagalma vityazi,PalmatGasmat,0.9614526381897236,1733597,c68eaae43a6da428c5c5780328a86739
OG0004910,TVG,Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase,Frillagalma vityazi,PalmatGasmat,1.1676619922628806,1677201,NA
OG0004657,TVG,P91427|PGK_CAEEL Probable phosphoglycerate kinase,Frillagalma vityazi,PalmatGasmat,1.082440911944398,1695003,NA
OG0003409,TVG,Q62381|TLL1_MOUSE Tolloid-like protein 1,Frillagalma vityazi,PalmatGasmat,2.0256838798865515,1723695,NA
OG0003901,TVG,Q5NVI9|DNJA1_PONAB DnaJ homolog subfamily A member 1,Frillagalma vityazi,PalmatGasmat,1.0546795400770697,1721245,3d9839e2933adcb4c1b18c84d0f4dce5
OG0004838,TVG,Q5R5F2|COPZ1_PONAB Coatomer subunit zeta-1,Frillagalma vityazi,PalmatGasmat,1.047019530164782,1629557,NA
OG0005025,TVG,Q7YQK9|TSN7_PONPY Tetraspanin-7,Frillagalma vityazi,PalmatGasmat,1.0936598041310133,1534998,NA
OG0005043,TVG,Q8K3X2|FCL_CRIGR GDP-L-fucose synthase,Frillagalma vityazi,PalmatGasmat,1.087578013541167,1691288,NA
OG0004911,TVG,Q9W5E1|RBX1A_DROME RING-box protein 1A,Frillagalma vityazi,PalmatGasmat,1.0372548897327143,1696020,NA
OG0005049,TVG,"Q3T0B6|C1QBP_BOVIN Complement component 1 Q subcomponent-binding protein, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1016980817075634,1597915,58527e94f37f62cac22a5e2e8af3e578
OG0004985,TVG,P55197|AF10_HUMAN Protein AF-10,Frillagalma vityazi,PalmatGasmat,1.1449763625621974,1613121,740a87859f9da74b7e54c88a41e8cb71
OG0004990,TVG,Q6DCE3|ZNT9_XENLA Zinc transporter 9,Frillagalma vityazi,PalmatGasmat,1.1443017571818617,1575713,9c63d21e07f751119f30ba373c8fa88c
OG0005067,TVG,Q8K2C9|HACD3_MOUSE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.0629877563528718,1568590,6938619a50dd0f702ebf4e2f06418a4b
OG0003878,TVG,Q5ZMP6|AP2M1_CHICK AP-2 complex subunit mu,Frillagalma vityazi,PalmatGasmat,1.087605065369839,1718745,NA
OG0004738,TVG,P62246|RS15A_RAT 40S ribosomal protein S15a,Frillagalma vityazi,PalmatGasmat,1.0387379299142827,1525203,NA
OG0004975,TVG,Q6EE31|TCPQ_CHICK T-complex protein 1 subunit theta,Frillagalma vityazi,PalmatGasmat,1.0355610648107987,1632762,NA
OG0004987,TVG,A7RJI7|CCZ1_NEMVE Vacuolar fusion protein CCZ1 homolog,Frillagalma vityazi,PalmatGasmat,1.0294344497758203,1574917,42127106b1622fb18599bc4a61b55c07
OG0005001,TVG,Q9EQS0|TALDO_RAT Transaldolase,Frillagalma vityazi,PalmatGasmat,1.0803797093649834,1525922,NA
OG0005026,TVG,"P30038|AL4A1_HUMAN Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.0790057346046376,1667683,NA
OG0005058,TVG,Q9GRC0|MOS_PATPE Serine/threonine-protein kinase mos {ECO:0000250|UniProtKB:P10741},Frillagalma vityazi,PalmatGasmat,0.33492445880880223,1521816,NA
OG0005208,TVG,"P0C026|NUD24_ARATH Nudix hydrolase 24, chloroplastic",Frillagalma vityazi,PalmatGasmat,0.7201045304638037,1720906,77f265d0a142d235a7cb8cc2bca43546
OG0007135,TVG,Q9Y4X4|KLF12_HUMAN Krueppel-like factor 12,Frillagalma vityazi,PalmatGasmat,1.2719490723891047,1662228,e7e189bafbf6f8ca89bb1e62a31617b7
OG0005014,TVG,"G5EFZ1|GPMI_CAEEL 2,3-bisphosphoglycerate-independent phosphoglycerate mutase {ECO:0000305|PubMed:15234973}",Frillagalma vityazi,PalmatGasmat,1.1099224317126972,1570393,NA
OG0005032,TVG,Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1,Frillagalma vityazi,PalmatGasmat,0.9728637177531592,1559079,NA
OG0005066,TVG,Q6GQ69|FAF2B_XENLA FAS-associated factor 2-B,Frillagalma vityazi,PalmatGasmat,1.0651751739210664,1504689,19f981dab518037af403f9f3d75051f6
OG0005118,TVG,Q9H6Q4|NARFL_HUMAN Cytosolic Fe-S cluster assembly factor NARFL,Frillagalma vityazi,PalmatGasmat,1.1316541393091353,1621882,5ead4af1cb4cff389169a1fe7b09a72f
OG0005227,TVG,Q5RD33|APBA2_PONAB Amyloid beta A4 precursor protein-binding family A member 2,Frillagalma vityazi,PalmatGasmat,1.118287481942302,1549563,NA
OG0005311,TVG,Q8WV93|LACE1_HUMAN Lactation elevated protein 1,Frillagalma vityazi,PalmatGasmat,0.9911004015820583,1684767,ebee3bf9720549661d1b207e9eb10d2f
OG0003348,TVG,Q9DBN9|DDX59_MOUSE Probable ATP-dependent RNA helicase DDX59,Frillagalma vityazi,PalmatGasmat,0.9994713974994162,1671291,96e98b377bbf70db4b8d0db1a10db7ee
OG0003463,TVG,P53041|PPP5_HUMAN Serine/threonine-protein phosphatase 5,Frillagalma vityazi,PalmatGasmat,1.0451507920121126,1569768,dd8605c65e3c7ddbd9fba1390d7a41e7
OG0005191,TVG,A7SPX9|EIF3M_NEMVE Eukaryotic translation initiation factor 3 subunit M {ECO:0000255|HAMAP-Rule:MF_03012},Frillagalma vityazi,PalmatGasmat,1.0121430430727765,1711673,9aae5746f8ef03e908f875ec7bce516b
OG0005202,TVG,Q9QZ73|DCNL1_MOUSE DCN1-like protein 1,Frillagalma vityazi,PalmatGasmat,1.0152802049721998,1587828,NA
OG0005205,TVG,Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1,Frillagalma vityazi,PalmatGasmat,1.086441461315409,1620255,9fe5b1dcbfd4189b959607259b502764
OG0005229,TVG,Q58E76|ATD3A_XENLA ATPase family AAA domain-containing protein 3-A,Frillagalma vityazi,PalmatGasmat,1.0710723267317273,1530001,7673c6f1b130297d1e5bc1c2d24e945a
OG0005243,TVG,"Q8HXY4|ODBA_MACFA 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1474263614774918,1609137,NA
OG0005293,TVG,Q8CF89|TAB1_MOUSE TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,Frillagalma vityazi,PalmatGasmat,0.9857628361844362,1668980,8e028d07a672340f7a8eae7955a8d7f4
OG0005343,TVG,Q6ZV70|LANC3_HUMAN LanC-like protein 3,Frillagalma vityazi,PalmatGasmat,1.1591347365044797,1540842,NA
OG0005585,TVG,Q9UQB3|CTND2_HUMAN Catenin delta-2,Frillagalma vityazi,PalmatGasmat,1.0875992963551948,1545918,813fc8fa4022ff4ba937e1622e0007c9
OG0005295,TVG,Q5BJ68|NB5R2_XENTR NADH-cytochrome b5 reductase 2,Frillagalma vityazi,PalmatGasmat,1.144390127014302,1729583,NA
OG0005368,TVG,"P35738|ODBB_RAT 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1625875653243427,1609115,NA
OG0005433,TVG,Q8IZN3|ZDH14_HUMAN Probable palmitoyltransferase ZDHHC14,Frillagalma vityazi,PalmatGasmat,1.1138631755803765,1657770,NA
OG0005580,TVG,A9CB34|SFI1_PAPAN Protein SFI1 homolog,Frillagalma vityazi,PalmatGasmat,0.9577441595432233,1701284,895631961ba45b4ef019476a671daffc
OG0005581,TVG,B0KWR6|SFI1_CALJA Protein SFI1 homolog,Frillagalma vityazi,PalmatGasmat,0.9855507567074099,1701280,895631961ba45b4ef019476a671daffc
OG0006068,TVG,Q9BSE4|HERP2_HUMAN Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,Frillagalma vityazi,PalmatGasmat,1.0578750894739368,1575170,NA
OG0005305,TVG,Q803C9|PTSS1_DANRE Phosphatidylserine synthase 1,Frillagalma vityazi,PalmatGasmat,1.1286535054579159,1678905,NA
OG0003687,TVG,Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49,Frillagalma vityazi,PalmatGasmat,1.0656563120791844,1711264,b4f8bab9d4b5ed5e60d829733fb59ab0
OG0005054,TVG,Q8IVI9|NOSTN_HUMAN Nostrin,Frillagalma vityazi,PalmatGasmat,1.044811864911436,1542292,455c7ac994a28e9f0059e1127dd5d644
OG0005355,TVG,"P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating",Frillagalma vityazi,PalmatGasmat,1.1199912114865138,1707507,NA
OG0005366,TVG,Q5R9I4|TV23B_PONAB Golgi apparatus membrane protein TVP23 homolog B,Frillagalma vityazi,PalmatGasmat,1.0420726996242682,1523549,NA
OG0005373,TVG,Q5RDQ8|GRM7_PONAB Metabotropic glutamate receptor 7,Frillagalma vityazi,PalmatGasmat,1.2880276622665363,1641730,72b1907070d819f6451f6e8308860789
OG0005531,TVG,Q9NYH9|UTP6_HUMAN U3 small nucleolar RNA-associated protein 6 homolog,Frillagalma vityazi,PalmatGasmat,1.027571334833294,1534421,c8fca582791684802c34500274034587
OG0005629,TVG,Q9JJJ7|PORCN_MOUSE Protein-serine O-palmitoleoyltransferase porcupine {ECO:0000305},Frillagalma vityazi,PalmatGasmat,0.7901423894002816,1735129,a605185cdc5586fdb8bfe3c5cfb78ee0
OG0005501,TVG,Q96DF8|DGC14_HUMAN Protein DGCR14,Frillagalma vityazi,PalmatGasmat,0.8489677486221558,1562625,NA
OG0005773,TVG,O60494|CUBN_HUMAN Cubilin,Frillagalma vityazi,PalmatGasmat,0.9644569208216134,1617150,NA
OG0003431,TVG,Q32KM1|TBG2_BOVIN Tubulin gamma-2 chain,Frillagalma vityazi,PalmatGasmat,1.073571806802992,1609423,NA
OG0003596,TVG,P13466|GELA_DICDI Gelation factor,Frillagalma vityazi,PalmatGasmat,0.27664457478886245,1583105,3fdfc47a41b66234148f6206f8c72bd5
OG0004061,TVG,Q9U1I1|ESN_DROME Protein espinas,Frillagalma vityazi,PalmatGasmat,1.0984182767624369,1661769,e19617979b5bb551cfb6373de86e2205
OG0005497,TVG,Q5RBN9|TAD2B_PONAB Transcriptional adapter 2-beta,Frillagalma vityazi,PalmatGasmat,1.1052354344026536,1519217,a8667ab3a69758f538ceb43abb060b89
OG0005584,TVG,Q9JI99|SGPP1_MOUSE Sphingosine-1-phosphate phosphatase 1,Frillagalma vityazi,PalmatGasmat,1.0718564401000774,1689039,06cf3fcca4f3926077ff6b2bc9741c96
OG0005686,TVG,Q8BR65|SDS3_MOUSE Sin3 histone deacetylase corepressor complex component SDS3,Frillagalma vityazi,PalmatGasmat,1.0384212327887126,1685427,295a5780e2f9c2c9a9b200c18472e30f
OG0005715,TVG,Q96RK4|BBS4_HUMAN Bardet-Biedl syndrome 4 protein,Frillagalma vityazi,PalmatGasmat,1.1263200661982284,1495909,a6d1ea8e92fd848b4288271cbab6c383
OG0005728,TVG,"Q8IVH4|MMAA_HUMAN Methylmalonic aciduria type A protein, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.0831816355575699,1602247,NA
OG0005802,TVG,O95980|RECK_HUMAN Reversion-inducing cysteine-rich protein with Kazal motifs,Frillagalma vityazi,PalmatGasmat,1.2350260849572146,1616878,a464225c8d418f701010a7e73ae15d7a
OG0005842,TVG,A4QNN3|UBP30_XENTR Ubiquitin carboxyl-terminal hydrolase 30,Frillagalma vityazi,PalmatGasmat,1.032487507551454,1635715,6944f875ac40fc2dac29dffc2a3aecc0
OG0005602,TVG,"Q6GVM3|IF1AY_PANTR Eukaryotic translation initiation factor 1A, Y-chromosomal",Frillagalma vityazi,PalmatGasmat,1.0183537171430785,1607230,NA
OG0005622,TVG,"Q9UMS0|NFU1_HUMAN NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.0394239786333224,1569919,aebadc92458729d2c188413327639b87
OG0005632,TVG,Q80YQ8|RMD5A_MOUSE Protein RMD5 homolog A,Frillagalma vityazi,PalmatGasmat,1.1372904731736502,1565512,NA
OG0005680,TVG,Q6GLS8|FRG1_XENLA Protein FRG1 {ECO:0000250|UniProtKB:Q14331},Frillagalma vityazi,PalmatGasmat,1.1649864630904037,1583113,NA
OG0005687,TVG,Q4G055|RBM40_RAT RNA-binding protein 40,Frillagalma vityazi,PalmatGasmat,0.9867576674360697,1636881,NA
OG0005760,TVG,A7RWC9|ITPA_NEMVE Inosine triphosphate pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_03148},Frillagalma vityazi,PalmatGasmat,1.0983846774995683,1517935,NA
OG0005776,TVG,Q9NQQ7|S35C2_HUMAN Solute carrier family 35 member C2,Frillagalma vityazi,PalmatGasmat,1.0378315859634937,1722724,403b812d3605c1c3ec044ca6b044a006
OG0005784,TVG,Q7ZV60|BCS1_DANRE Mitochondrial chaperone BCS1,Frillagalma vityazi,PalmatGasmat,1.169527228267742,1523848,31312555172671131d21b4e50da4e4db
OG0005818,TVG,Q5E9C0|RSU1_BOVIN Ras suppressor protein 1,Frillagalma vityazi,PalmatGasmat,1.0935125093599987,1736098,NA
OG0005850,TVG,Q99PW4|PRPK_MOUSE TP53-regulating kinase,Frillagalma vityazi,PalmatGasmat,1.0022586133258338,1559478,NA
OG0005864,TVG,Q5RCN7|MFD4A_PONAB Major facilitator superfamily domain-containing protein 4A,Frillagalma vityazi,PalmatGasmat,0.23349632380720525,1698275,NA
OG0005901,TVG,P42335|IP3KB_RAT Inositol-trisphosphate 3-kinase B,Frillagalma vityazi,PalmatGasmat,1.0364640920950177,1716937,1db9894b040700ce4392dba405cc092c
OG0005910,TVG,"Q8K3F7|TDH_MOUSE L-threonine 3-dehydrogenase, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.2906114270224855,1547115,NA
OG0006015,TVG,Q9NXX6|NSE4A_HUMAN Non-structural maintenance of chromosomes element 4 homolog A,Frillagalma vityazi,PalmatGasmat,1.0518454889672348,1625620,0e8e747f2790287a79d1fc0975531434
OG0006017,TVG,"Q99J39|DCMC_MOUSE Malonyl-CoA decarboxylase, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.0437009867124671,1732863,0b20e5f2233781df1db0f314b98ec3b8
OG0006611,TVG,Q4VBW0|MTX3_DANRE Metaxin-3,Frillagalma vityazi,PalmatGasmat,1.056441694629367,1665924,d22b32447be6b504639ce17e7967fdcb
OG0007106,TVG,Q9WU25|ADA1A_CAVPO Alpha-1A adrenergic receptor,Frillagalma vityazi,PalmatGasmat,1.1318272494795545,1505642,NA
OG0003685,TVG,Q9CWX9|DDX47_MOUSE Probable ATP-dependent RNA helicase DDX47,Frillagalma vityazi,PalmatGasmat,1.0120518832738084,1735826,NA
OG0005506,TVG,Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15,Frillagalma vityazi,PalmatGasmat,1.030323661385476,1734220,a3952b424625874d0f4c0cf78bcc99f8
OG0005726,TVG,A7RHG8|WDR12_NEMVE Ribosome biogenesis protein WDR12 homolog {ECO:0000255|HAMAP-Rule:MF_03029},Frillagalma vityazi,PalmatGasmat,1.0920117162465621,1578938,7cdc74c023c1962369b02341dd21d870
OG0005747,TVG,Q5F480|ITPK1_CHICK Inositol-tetrakisphosphate 1-kinase,Frillagalma vityazi,PalmatGasmat,1.037109596051901,1638879,b665dbc79bd088fb0adf5befd7e6bad3
OG0005789,TVG,Q9CYH6|RRS1_MOUSE Ribosome biogenesis regulatory protein homolog,Frillagalma vityazi,PalmatGasmat,1.084434432518217,1552430,64b0f79147c07a75008efd22e7a4e3d6
OG0005794,TVG,Q8BP78|F10C1_MOUSE Protein FRA10AC1 homolog,Frillagalma vityazi,PalmatGasmat,0.9161565567752946,1630278,29a81e5b5f5acf2707838eb12639a164
OG0006104,TVG,"Q99N95|RM03_MOUSE 39S ribosomal protein L3, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1726871141585873,1668454,c2a0645afa4a9ffb3146949123b769cc
OG0006556,TVG,Q3TC46|PATL1_MOUSE Protein PAT1 homolog 1,Frillagalma vityazi,PalmatGasmat,1.1234761798408586,1736190,ac43f90b18691a069155aae114c66e93
OG0005852,TVG,Q5HZL1|ERI2_XENLA ERI1 exoribonuclease 2,Frillagalma vityazi,PalmatGasmat,0.8992363394303162,1589269,fafa747d672490840d4c47625d0b273c
OG0003608,TVG,Q925N0|SFXN5_MOUSE Sideroflexin-5,Frillagalma vityazi,PalmatGasmat,1.2158709154161331,1733444,4896b5509bb7c9e044d059612e517304
OG0005902,TVG,Q8IVN8|SBSPO_HUMAN Somatomedin-B and thrombospondin type-1 domain-containing protein,Frillagalma vityazi,PalmatGasmat,1.769072032239862,1658557,d9b4a4eecf77bc6ae999530dc75ec773
OG0005928,TVG,Q6PUR6|GPN2_DANRE GPN-loop GTPase 2 {ECO:0000250|UniProtKB:Q9H9Y4},Frillagalma vityazi,PalmatGasmat,1.1076050363813945,1713056,NA
OG0005986,TVG,"Q6DJM2|TAM41_XENLA Phosphatidate cytidylyltransferase, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.0359680449765416,1619420,NA
OG0006002,TVG,Q8BWM0|PGES2_MOUSE Prostaglandin E synthase 2,Frillagalma vityazi,PalmatGasmat,1.169191812534681,1531809,NA
OG0006027,TVG,Q9CWR0|ARHGP_MOUSE Rho guanine nucleotide exchange factor 25,Frillagalma vityazi,PalmatGasmat,1.237963862110271,1572867,5448cf1355e2d218fc8b9142c33474e5
OG0006033,TVG,Q5T2R2|DPS1_HUMAN Decaprenyl-diphosphate synthase subunit 1,Frillagalma vityazi,PalmatGasmat,1.1400923877089963,1537669,dd25e09867d570dd3364f17b180b9c16
OG0006056,TVG,Q76LW2|H6ST2_CHICK Heparan-sulfate 6-O-sulfotransferase 2,Frillagalma vityazi,PalmatGasmat,1.1357551405522381,1523346,59488f387e90e64507d3efeae9700040
OG0006107,TVG,Q9P2Q2|FRM4A_HUMAN FERM domain-containing protein 4A,Frillagalma vityazi,PalmatGasmat,1.0848296897523009,1679974,3f2ad988fed0f818479851edb59ed044
OG0006116,TVG,Q8UVY2|BRX1_XENLA Ribosome biogenesis protein BRX1 homolog,Frillagalma vityazi,PalmatGasmat,1.0587886479624569,1629548,NA
OG0006123,TVG,Q9NYL9|TMOD3_HUMAN Tropomodulin-3,Frillagalma vityazi,PalmatGasmat,1.0890955710777959,1552068,02e7e70cea1fcbcdd07265e55057253c
OG0006133,TVG,Q6DJ05|P2R3C_XENTR Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,Frillagalma vityazi,PalmatGasmat,1.089390887922172,1709734,151cd956ee47757aa0f7c7468d663d6e
OG0006196,TVG,Q6GN21|N2C1A_XENLA Nuclear receptor subfamily 2 group C member 1-A,Frillagalma vityazi,PalmatGasmat,0.2951277932374448,1545914,NA
OG0006197,TVG,Q9D552|SPT17_MOUSE Spermatogenesis-associated protein 17,Frillagalma vityazi,PalmatGasmat,1.038299756123428,1578118,NA
OG0006220,TVG,Q8R9X8|SYW_CALS4 Tryptophan--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00140},Frillagalma vityazi,PalmatGasmat,1.0876348595413456,1701599,7d4af95ef77a3e3edf8b70bff8402343
OG0006258,TVG,Q8IW45|NNRD_HUMAN ATP-dependent (S)-NAD(P)H-hydrate dehydratase {ECO:0000255|HAMAP-Rule:MF_03157},Frillagalma vityazi,PalmatGasmat,0.9645250147635147,1499708,NA
OG0006261,TVG,Q9WTQ8|TIM23_MOUSE Mitochondrial import inner membrane translocase subunit Tim23,Frillagalma vityazi,PalmatGasmat,1.0329779773622676,1654635,NA
OG0006289,TVG,Q8TB37|NUBPL_HUMAN Iron-sulfur protein NUBPL,Frillagalma vityazi,PalmatGasmat,1.075105950160321,1544328,NA
OG0005384,TVG,Q6P5M2|WDR61_DANRE WD repeat-containing protein 61,Frillagalma vityazi,PalmatGasmat,1.0340806872846688,1639952,NA
OG0005749,TVG,Q5HZV9|PP1R7_RAT Protein phosphatase 1 regulatory subunit 7,Frillagalma vityazi,PalmatGasmat,1.072871197361708,1668011,910baaaa7c4d9c6f7ca329213da1afe6
OG0006066,TVG,Q9CZJ1|UTP11_MOUSE Probable U3 small nucleolar RNA-associated protein 11,Frillagalma vityazi,PalmatGasmat,1.0369791240516153,1550494,087fc9af98f839f7f4c95988eddfe87e
OG0006204,TVG,Q5RDE9|LERL1_PONAB Leptin receptor overlapping transcript-like 1,Frillagalma vityazi,PalmatGasmat,1.0732652855592528,1587981,NA
OG0006205,TVG,Q18246|RAP1_CAEEL Ras-related protein Rap-1,Frillagalma vityazi,PalmatGasmat,1.1708517138024526,1510933,NA
OG0006214,TVG,Q9P6K1|SFT2_SCHPO Protein transport protein sft2,Frillagalma vityazi,PalmatGasmat,1.0070459119965325,1727621,NA
OG0006240,TVG,Q66JJ4|TM10A_XENTR tRNA methyltransferase 10 homolog A,Frillagalma vityazi,PalmatGasmat,1.0336835871367556,1513327,ed6f9d86769154e3e456dd64d5e836a9
OG0006278,TVG,"Q94K73|SYFM_ARATH Phenylalanine--tRNA ligase, chloroplastic/mitochondrial {ECO:0000305}",Frillagalma vityazi,PalmatGasmat,1.1220970513916435,1526009,NA
OG0006282,TVG,Q8NEZ2|VP37A_HUMAN Vacuolar protein sorting-associated protein 37A,Frillagalma vityazi,PalmatGasmat,1.1201493646322365,1703423,124d717bf51667bfa7672a8d16db3f62
OG0006300,TVG,Q8I7Z2|DAD1_ARAVE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 {ECO:0000250|UniProtKB:Q9VLM5},Frillagalma vityazi,PalmatGasmat,1.0094905016585123,1511718,NA
OG0006692,TVG,"B8JMH0|CAF17_DANRE Putative transferase CAF17 homolog, mitochondrial",Frillagalma vityazi,PalmatGasmat,0.6759182818903179,1493851,238d3acdc03b0ea1b32a180cf1ed7ed4
OG0006344,TVG,Q8BTK5|SMYD4_MOUSE SET and MYND domain-containing protein 4,Frillagalma vityazi,PalmatGasmat,1.1047209815575392,1635149,e88b98efa3b7d9a936043c291ac5bf89
OG0007220,TVG,Q922H7|RSLBB_MOUSE Ras-like protein family member 11B,Frillagalma vityazi,PalmatGasmat,1.0504475798374588,1699115,NA
OG0004022,TVG,Q503V9|ENDUB_DANRE Poly(U)-specific endoribonuclease-B,Frillagalma vityazi,PalmatGasmat,0.8811716771915539,1656306,a4e950a1a3700f233c95cb5768a50dbb
OG0006293,TVG,Q923S9|RAB30_MOUSE Ras-related protein Rab-30,Frillagalma vityazi,PalmatGasmat,1.2432998075046453,1739248,c4d184b6898ad43694dfe6dec2427061
OG0006295,TVG,Q8BXK4|BMT2_MOUSE Probable methyltransferase BMT2 homolog {ECO:0000255|HAMAP-Rule:MF_03044},Frillagalma vityazi,PalmatGasmat,0.9620678465575373,1729353,a70656c5e449d9fb9d51e115560475cf
OG0006322,TVG,Q6PHF0|CHM1A_DANRE Charged multivesicular body protein 1a,Frillagalma vityazi,PalmatGasmat,1.0726449853788225,1562170,NA
OG0006391,TVG,Q6GMK6|TSN9_DANRE Tetraspanin-9,Frillagalma vityazi,PalmatGasmat,0.879708267718846,1575459,NA
OG0006410,TVG,"Q5XJY4|PARL_MOUSE Presenilins-associated rhomboid-like protein, mitochondrial",Frillagalma vityazi,PalmatGasmat,0.8708615656871148,1659122,NA
OG0004071,TVG,Q90Z06|PRI1A_XENLA Prickle-like protein 1-A,Frillagalma vityazi,PalmatGasmat,1.1251389463278458,1559230,6dc78813eb055b59342906c118fa8ea7
OG0006409,TVG,Q9D0M0|EXOS7_MOUSE Exosome complex exonuclease RRP42,Frillagalma vityazi,PalmatGasmat,1.0143308564018678,1578687,effa73626877b9cd2c92f4f2a5aa784f
OG0006427,TVG,Q8K1E6|ALKB3_MOUSE Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.1758894772487292,1538421,21cbcc3111b7ac2c7f2f32deaa5359e7
OG0006497,TVG,Q5XKA2|TIM21_XENLA Mitochondrial import inner membrane translocase subunit Tim21,Frillagalma vityazi,PalmatGasmat,0.9700045908763238,1708953,3f92ff9a19a323e03ac993fdd7cd117a
OG0006501,TVG,Q91428|GATA3_DANRE Transcription factor GATA-3,Frillagalma vityazi,PalmatGasmat,1.742151170767762,1736040,NA
OG0006505,TVG,Q805B4|TISDB_XENLA mRNA decay activator protein ZFP36L2-B {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.5192854425154558,1733844,NA
OG0006526,TVG,Q96S52|PIGS_HUMAN GPI transamidase component PIG-S,Frillagalma vityazi,PalmatGasmat,1.071283493188394,1701537,33a84a386dcf2ccb648593327761e527
OG0006566,TVG,Q9Z1Z6|ILKAP_RAT Integrin-linked kinase-associated serine/threonine phosphatase 2C,Frillagalma vityazi,PalmatGasmat,1.073052799814464,1733493,NA
OG0006594,TVG,"Q9EP89|LACTB_MOUSE Serine beta-lactamase-like protein LACTB, mitochondrial",Frillagalma vityazi,PalmatGasmat,0.9341788128967401,1525055,NA
OG0005836,TVG,Q6TH47|STBPA_DANRE STAM-binding protein-like A,Frillagalma vityazi,PalmatGasmat,1.064732775355161,1654564,a6ce83824d4a116baf04b1f7a31a88e6
OG0006443,TVG,Q05826|CEBPB_CHICK CCAAT/enhancer-binding protein beta,Frillagalma vityazi,PalmatGasmat,1.051463133755858,1605480,NA
OG0006479,TVG,Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1,Frillagalma vityazi,PalmatGasmat,1.070034035693405,1626558,NA
OG0006527,TVG,Q6AYK2|JMJD6_RAT Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,Frillagalma vityazi,PalmatGasmat,1.0146611485444303,1618767,894a58e9301e5bd192afdc5c72fabbc0
OG0006570,TVG,Q8C5P5|NT5D1_MOUSE 5'-nucleotidase domain-containing protein 1,Frillagalma vityazi,PalmatGasmat,1.0353456124698441,1568299,15be1426790fe30ffb1fb1c055b54fcc
OG0006603,TVG,P15589|STS_RAT Steryl-sulfatase,Frillagalma vityazi,PalmatGasmat,1.0144139955092104,1583477,e85a416b9c50fb144a7d526efd83af1f
OG0006604,TVG,A8TX70|CO6A5_HUMAN Collagen alpha-5(VI) chain,Frillagalma vityazi,PalmatGasmat,0.3784116529549234,1537775,NA
OG0006645,TVG,Q9Z125|CR3L1_MOUSE Cyclic AMP-responsive element-binding protein 3-like protein 1,Frillagalma vityazi,PalmatGasmat,0.6797229145801428,1610445,NA
