sequence_ids,species,zooid,blast_hit,GO_term,gene_tree
1720499,Frillagalma vityazi,Gonodendron female,,NA,NA
1514318,Frillagalma vityazi,Gonodendron female,,NA,NA
1536689,Frillagalma vityazi,Gonodendron female,,NA,NA
1715163,Frillagalma vityazi,Gonodendron female,P29330|ADX_SHEEP Adrenodoxin,GO:0051537;GO:0022900;GO:0005739;GO:0009055;GO:0008203;GO:1904321;GO:0042446;GO:0071320;GO:1901655;GO:0071236;GO:0097306;GO:0035690;GO:0071396;GO:1904087,88d67d33f89fa31e9fb412e9709a4048
1654069,Frillagalma vityazi,Gonodendron female,,NA,NA
1640658,Frillagalma vityazi,Gonodendron female,,NA,NA
1613528,Frillagalma vityazi,Gonodendron female,P06801|MAOX_MOUSE NADP-dependent malic enzyme,GO:0004471;GO:0055114;GO:0009507;GO:0006108;GO:0051287;GO:0006090;GO:1902031;GO:0009506;GO:0046872;GO:0048046;GO:0046686;GO:0005774;GO:0005618;GO:0004473;GO:0051156;GO:0005739;GO:0006739;GO:0008948;GO:0005829;GO:0005886;GO:0006091;GO:0016021,NA
1706474,Frillagalma vityazi,Gonodendron female,Q8N8S7|ENAH_HUMAN Protein enabled homolog,GO:0017124,8a1b00366d2b453f328d0f1decd5d76d
1597048,Frillagalma vityazi,Gonodendron female,Q8MJY8|PGDH_MACFA 15-hydroxyprostaglandin dehydrogenase [NAD(+)],GO:0016491;GO:0055114,NA
1691952,Frillagalma vityazi,Gonodendron female,,NA,NA
1729107,Frillagalma vityazi,Gonodendron female,,NA,NA
1519616,Frillagalma vityazi,Gonodendron female,Q9VS29|DSCL_DROME Down syndrome cell adhesion molecule-like protein Dscam2,NA,NA
1551655,Frillagalma vityazi,Gonodendron female,Q9NXL6|SIDT1_HUMAN SID1 transmembrane family member 1,NA,5f33083f259133395d2d69356cb8c5a3
1573322,Frillagalma vityazi,Gonodendron female,,NA,NA
1626814,Frillagalma vityazi,Gonodendron female,P08548|LIN1_NYCCO LINE-1 reverse transcriptase homolog,NA,NA
1693802,Frillagalma vityazi,Gonodendron female,Q7Z5N4|SDK1_HUMAN Protein sidekick-1 {ECO:0000303|PubMed:15213259},NA,NA
1636375,Frillagalma vityazi,Gonodendron female,,NA,NA
1611736,Frillagalma vityazi,Gonodendron female,,NA,NA
1664337,Frillagalma vityazi,Gonodendron female,,NA,NA
1622863,Frillagalma vityazi,Gonodendron female,,NA,NA
1624516,Frillagalma vityazi,Gonodendron female,,NA,NA
1738818,Frillagalma vityazi,Gonodendron female,Q9QYF1|RDH11_MOUSE Retinol dehydrogenase 11,GO:0016021;GO:0016491;GO:0055114,NA
1554359,Frillagalma vityazi,Gonodendron female,P38976|RAS2_HYDVU Ras-like protein RAS2,GO:0003924;GO:0045199;GO:0016020;GO:0005525;GO:0071944;GO:0007219;GO:1904906;GO:0019003;GO:2001214;GO:0060325;GO:0010595;GO:0044877;GO:0051896;GO:0030336;GO:0045766;GO:0070372;GO:0002521;GO:0007265,39a8879d4bc5ade815f4d1b1881bf1ac
1601128,Frillagalma vityazi,Gonodendron female,,NA,NA
1656312,Frillagalma vityazi,Gonodendron female,,NA,NA
1650399,Frillagalma vityazi,Gonodendron female,,NA,NA
1702193,Frillagalma vityazi,Gonodendron female,,NA,NA
1693808,Frillagalma vityazi,Gonodendron female,Q8AV58|SDK1_CHICK Protein sidekick-1 {ECO:0000303|PubMed:12230981},NA,NA
1530240,Frillagalma vityazi,Gonodendron female,,NA,NA
1550084,Frillagalma vityazi,Gonodendron female,,NA,NA
1606341,Frillagalma vityazi,Gonodendron female,"P52899|ODPA_CAEEL Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",GO:0006086;GO:0004739;GO:0043231;GO:0045254;GO:0034450;GO:0070013;GO:0046983;GO:0000151;GO:0016021;GO:0055114;GO:0017182;GO:1900247;GO:1901575;GO:0005975;GO:0016567;GO:0006091;GO:0046031;GO:0006165;GO:0044248;GO:0046034;GO:0006508,NA
1576367,Frillagalma vityazi,Gonodendron female,Q8WY21|SORC1_HUMAN VPS10 domain-containing receptor SorCS1,GO:0016021,NA
1625289,Frillagalma vityazi,Gonodendron female,,NA,NA
1576370,Frillagalma vityazi,Gonodendron female,Q9EPR5|SORC2_MOUSE VPS10 domain-containing receptor SorCS2,NA,NA
1626628,Frillagalma vityazi,Gonodendron female,,NA,NA
1642661,Frillagalma vityazi,Gonodendron female,Q9C0D9|EPT1_HUMAN Ethanolaminephosphotransferase 1,GO:0016780;GO:0008654;GO:0016021;GO:0005789;GO:0005794;GO:0046337;GO:0045017,NA
1520310,Frillagalma vityazi,Gonodendron female,Q5RCI4|CCD47_PONAB Coiled-coil domain-containing protein 47,GO:0016592;GO:0003712;GO:0006357;GO:0005509;GO:0005783;GO:0016021,d4529ffd270b8a33a0291bdc3dcda9d3
1697694,Frillagalma vityazi,Gonodendron female,Q6P112|RGL1_DANRE Ral guanine nucleotide dissociation stimulator-like 1,GO:0007264;GO:0005085,NA
1605793,Frillagalma vityazi,Gonodendron female,Q8VZI2|Y4370_ARATH DUF21 domain-containing protein At4g33700,GO:0030026;GO:0005623;GO:0016021;GO:0043231;GO:0005737;GO:0005886,NA
1534284,Frillagalma vityazi,Gonodendron female,Q6XP49|GLIS3_MOUSE Zinc finger protein GLIS3,NA,NA
1643434,Frillagalma vityazi,Gonodendron female,,NA,NA
1724708,Frillagalma vityazi,Gonodendron female,,NA,NA
1679800,Frillagalma vityazi,Gonodendron female,,NA,NA
1571413,Frillagalma vityazi,Gonodendron female,,NA,NA
1694647,Frillagalma vityazi,Gonodendron female,,NA,NA
1606450,Frillagalma vityazi,Gonodendron female,"P91621|SIF1_DROME Protein still life, isoform SIF type 1",NA,NA
1632256,Frillagalma vityazi,Gonodendron female,,NA,NA
1684222,Frillagalma vityazi,Gonodendron female,Q0IHY4|TBC12_XENTR TBC1 domain family member 12,GO:0071955;GO:0005776;GO:0019901;GO:2000785;GO:0055037;GO:0017137;GO:0005794;GO:0005096;GO:0005654;GO:0005829;GO:0010507;GO:0090630;GO:0006886;GO:1902017;GO:0006914,98d88f1fa6697a89e9ed6d42cf865644
1652930,Frillagalma vityazi,Gonodendron female,,NA,NA
1679465,Frillagalma vityazi,Gonodendron female,"Q9BYG0|B3GN5_HUMAN Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase",GO:0006486;GO:0000139;GO:0016757;GO:0005783;GO:0016021,50e0166fe077e9b75045fd72a901b705
1610380,Frillagalma vityazi,Gonodendron female,,NA,NA
1667096,Frillagalma vityazi,Gonodendron female,Q626H5|PLX2_CAEBR Plexin-2,NA,NA
1710144,Frillagalma vityazi,Gonodendron female,,NA,NA
1494905,Frillagalma vityazi,Gonodendron female,,NA,NA
1645341,Frillagalma vityazi,Gonodendron female,Q9CQP3|CHCH5_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 5,NA,NA
1518932,Frillagalma vityazi,Gonodendron female,,NA,NA
1578807,Frillagalma vityazi,Gonodendron female,,NA,NA
1611727,Frillagalma vityazi,Gonodendron female,,NA,NA
1678251,Frillagalma vityazi,Gonodendron female,,NA,NA
1639753,Frillagalma vityazi,Gonodendron female,,NA,NA
1493721,Frillagalma vityazi,Gonodendron female,Q7Z9I2|YCP9_SCHPO Uncharacterized oxidoreductase C663.09c,NA,NA
1550015,Frillagalma vityazi,Gonodendron female,Q8K296|MTMR3_MOUSE Myotubularin-related protein 3,GO:0004725;GO:0035335;GO:0046872,NA
1614941,Frillagalma vityazi,Gonodendron female,,NA,NA
1517160,Frillagalma vityazi,Gonodendron female,Q9VCR7|CTNS_DROME Cystinosin homolog,NA,NA
1726925,Frillagalma vityazi,Gonodendron female,Q8TE67|ES8L3_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 3,NA,NA
1624262,Frillagalma vityazi,Gonodendron female,A1L0Y2|NEUL4_XENTR Neuralized-like protein 4,NA,NA
1580854,Frillagalma vityazi,Gonodendron female,A1X150|MET_ECHTE Hepatocyte growth factor receptor,GO:0004713;GO:0018108;GO:0005524,NA
1696642,Frillagalma vityazi,Gonodendron female,O14639|ABLM1_HUMAN Actin-binding LIM protein 1,NA,NA
1644316,Frillagalma vityazi,Gonodendron female,,NA,NA
1540544,Frillagalma vityazi,Gonodendron female,Q9VZW5|FMAR_DROME FMRFamide receptor,GO:0007218;GO:0004930;GO:0016021,339a3630f26bbed16028a3e245c9c9b2
1728356,Frillagalma vityazi,Gonodendron female,A7E2S9|A30BL_HUMAN Putative ankyrin repeat domain-containing protein 30B-like,NA,ad67d8fb9e5f25b3999f8e086f80bd57
1512666,Frillagalma vityazi,Gonodendron female,Q8C547|HTR5B_MOUSE HEAT repeat-containing protein 5B,NA,2f6e3c93c8bf928dcb6c36eb9939c01d
1576369,Frillagalma vityazi,Gonodendron female,Q8WY21|SORC1_HUMAN VPS10 domain-containing receptor SorCS1,NA,NA
1617171,Frillagalma vityazi,Gonodendron female,,NA,NA
1666626,Frillagalma vityazi,Gonodendron female,P23347|B3A2_RAT Anion exchange protein 2,GO:0005452;GO:0015698;GO:0016021;GO:0098656;GO:0005623;GO:0016323;GO:0030863;GO:0009898;GO:0015701;GO:0015301;GO:0070509;GO:0051453;GO:0015106;GO:0016324;GO:0030506;GO:0030492;GO:0004550;GO:0005509;GO:0031226;GO:0015108;GO:0042803;GO:0004672;GO:0030218;GO:0008168;GO:0005524;GO:1904539;GO:0035811;GO:0045852;GO:0051354;GO:0061515;GO:0017121;GO:0072659;GO:0006228;GO:0006183;GO:0007596;GO:0035162;GO:0006241;GO:0006165;GO:0006468;GO:0098660;GO:0032259,NA
1642537,Frillagalma vityazi,Gonodendron female,Q60803|TRAF3_MOUSE TNF receptor-associated factor 3,GO:0005164;GO:0033209;GO:0009898;GO:0005829;GO:0031625;GO:0004842;GO:0008063;GO:0048583;GO:0008270;GO:0032088;GO:0002697;GO:0045087;GO:0001817;GO:0023056;GO:0010647;GO:0070534;GO:0001934;GO:0044419;GO:0042981,NA
1627572,Frillagalma vityazi,Gonodendron female,P25291|GP2_CANLF Pancreatic secretory granule membrane major glycoprotein GP2,NA,NA
1562170,Frillagalma vityazi,Gonodendron female,Q6PHF0|CHM1A_DANRE Charged multivesicular body protein 1a,GO:0000815;GO:0007076;GO:0016363;GO:0007034;GO:0016192;GO:0005771;GO:0046907;GO:0015031,NA
1613529,Frillagalma vityazi,Gonodendron female,"Q8BMF3|MAON_MOUSE NADP-dependent malic enzyme, mitochondrial",GO:0004471;GO:0055114;GO:0009507;GO:0006108;GO:0051287;GO:0006090;GO:0005739;GO:0046872;GO:0005829;GO:0016021;GO:0001172;GO:0004473;GO:0090501;GO:0008948;GO:0140098;GO:0016779;GO:0004518;GO:0005524;GO:0003723,NA
1661960,Frillagalma vityazi,Gonodendron female,O01735|YC91_CAEEL Uncharacterized MFS-type transporter C09D4.1,NA,02252a00d919fd4d3a1674f4a9c52a81
1726921,Frillagalma vityazi,Gonodendron female,Q5R4H4|EPS8_PONAB Epidermal growth factor receptor kinase substrate 8,NA,NA
1666627,Frillagalma vityazi,Gonodendron female,O13134|S4A4_AMBTI Electrogenic sodium bicarbonate cotransporter 1,NA,NA
1495342,Frillagalma vityazi,Gonodendron female,Q5XI73|GDIR1_RAT Rho GDP-dissociation inhibitor 1 {ECO:0000250|UniProtKB:P19803},GO:0005094;GO:0050790;GO:0005737;GO:0007266;GO:0016020;GO:0048365;GO:0005096;GO:0044093,d4c71d630c816abf609110fde04fc497
1664479,Frillagalma vityazi,Gonodendron female,,NA,NA
1642822,Frillagalma vityazi,Gonodendron female,P22031|LEG_HELCR D-galactoside-specific lectin,NA,NA
1720656,Frillagalma vityazi,Gonodendron female,,NA,NA
1733706,Frillagalma vityazi,Gonodendron female,,NA,NA
1650972,Frillagalma vityazi,Gonodendron female,O18894|CLCN3_RABIT H(+)/Cl(-) exchange transporter 3,GO:0005247;GO:1902476;GO:0005769;GO:0016021;GO:0055037;GO:0008021;GO:0048388;GO:0005623;GO:0005794;GO:0003014;GO:0031404;GO:0030054;GO:0015299;GO:0031226;GO:0005783;GO:0046872;GO:0016787;GO:1902600,NA
1628388,Frillagalma vityazi,Gonodendron female,,NA,NA
1712907,Frillagalma vityazi,Gonodendron female,,NA,NA
1576686,Frillagalma vityazi,Gonodendron female,,NA,NA
1509313,Frillagalma vityazi,Gonodendron female,Q1LWC2|T106B_DANRE Transmembrane protein 106B,NA,c45d3ef5f94c8b00a0d2c67ae33dbf1d
1562907,Frillagalma vityazi,Gonodendron female,P25723|TLD_DROME Dorsal-ventral patterning protein tolloid,NA,NA
1598280,Frillagalma vityazi,Gonodendron female,,NA,NA
1641182,Frillagalma vityazi,Gonodendron female,Q8K078|SO4A1_MOUSE Solute carrier organic anion transporter family member 4A1,NA,NA
1656534,Frillagalma vityazi,Gonodendron female,Q6ZUK4|TMM26_HUMAN Transmembrane protein 26,NA,f2704dd298127b895ebaad551327684e
1518837,Frillagalma vityazi,Gonodendron female,"Q8BTI9|PK3CB_MOUSE Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",GO:0016303;GO:0036092;GO:0005942;GO:0048015;GO:0046934;GO:0046854;GO:0052812;GO:0005886;GO:0005524;GO:0005737;GO:0016021;GO:0048696;GO:0035005;GO:0008013;GO:0017016;GO:0033031;GO:0016477;GO:0040012;GO:0051272;GO:0010628;GO:0030041;GO:0009617;GO:0032101;GO:0006935;GO:0044419,95cb36f99ba539582ddf0792264879d6
1658477,Frillagalma vityazi,Gonodendron female,Q17232|OAR_BOMMO Octopamine receptor,NA,NA
1635802,Frillagalma vityazi,Gonodendron female,Q640B5|F174_XENLA Membrane protein FAM174,GO:0016021,NA
1562627,Frillagalma vityazi,Gonodendron female,P0C6X2|R1AB_CVHN1 Replicase polyprotein 1ab,NA,NA
1626210,Frillagalma vityazi,Gonodendron female,,NA,NA
1704784,Frillagalma vityazi,Gonodendron female,B6EWW8|V5NTD_GLOBR Snake venom 5'-nucleotidase,NA,f92f6ca1dee7de6e5fbbedfa114d20db
1555080,Frillagalma vityazi,Gonodendron female,Q921D9|GRHL1_MOUSE Grainyhead-like protein 1 homolog {ECO:0000312|MGI:MGI:2182540},GO:0006357;GO:0003700,24e6678c135c2b32eb2df53a04ccfdd9
1494440,Frillagalma vityazi,Gonodendron female,Q9UKY4|POMT2_HUMAN Protein O-mannosyl-transferase 2,GO:0006493;GO:0000030;GO:0016021;GO:0097502;GO:0005789;GO:0005344;GO:0019825;GO:0051499;GO:0005783;GO:0020037;GO:0070176;GO:0046872;GO:0003735;GO:0005840;GO:0071712;GO:0003677;GO:1904098;GO:0060050;GO:0009401;GO:0015671;GO:0106074;GO:0006351;GO:0006412,8a0999849d9fc36537819fb6730d8552
1694160,Frillagalma vityazi,Gonodendron female,P52307|5NTD_RHIMP Protein 5NUC,NA,f92f6ca1dee7de6e5fbbedfa114d20db
1579606,Frillagalma vityazi,Gonodendron female,,NA,NA
1700154,Frillagalma vityazi,Gonodendron female,Q9UHI5|LAT2_HUMAN Large neutral amino acids transporter small subunit 2,NA,NA
1636457,Frillagalma vityazi,Gonodendron female,P18433|PTPRA_HUMAN Receptor-type tyrosine-protein phosphatase alpha,NA,NA
1611946,Frillagalma vityazi,Gonodendron female,Q86SG2|ANR23_HUMAN Ankyrin repeat domain-containing protein 23,NA,1bff9e0f84308c83d4dbed770d82da8a
1569971,Frillagalma vityazi,Gonodendron female,"Q9WTP7|KAD3_MOUSE GTP:AMP phosphotransferase AK3, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03169}",GO:0004017;GO:0046940;GO:0005737;GO:0046033;GO:0032261;GO:0070013;GO:0005524;GO:0043231;GO:0046899;GO:0009168;GO:0009152;GO:0004550;GO:0005525;GO:0008270;GO:0016310;GO:0009180;GO:0046039;GO:0046031;GO:0046034;GO:2001169;GO:0002082;GO:0071456;GO:0046041;GO:0046051;GO:0009142,14d8487ec656006cfa548bac8c1e7599
1694653,Frillagalma vityazi,Gonodendron female,,NA,NA
1541536,Frillagalma vityazi,Gonodendron female,,NA,NA
1647032,Frillagalma vityazi,Gonodendron female,P02556|TBB_LYTPI Tubulin beta chain,GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0005525;GO:0000278;GO:0003924;GO:0040007;GO:0005737;GO:0048366;GO:0016021;GO:0031099;GO:0048364;GO:0042060;GO:0009888;GO:0007186;GO:0004930,NA
1564312,Frillagalma vityazi,Gonodendron female,P98078|DAB2_MOUSE Disabled homolog 2,GO:0016021,3001606935e83175216bca19746d009c
1634951,Frillagalma vityazi,Gonodendron female,A7SLZ2|STING_NEMVE Stimulator of interferon genes protein,NA,8306bf13b7298131685e233980e0dd02
1719877,Frillagalma vityazi,Gonodendron female,,NA,NA
1673762,Frillagalma vityazi,Gonodendron female,Q7ZYQ3|CEPT1_XENLA Choline/ethanolaminephosphotransferase 1,GO:0016780;GO:0008654;GO:0016021;GO:0005789;GO:0005794;GO:0004930;GO:0046470;GO:0045017;GO:0046469;GO:0046337;GO:1901566;GO:0007186,29f29c058779c2bbfb35ba3576e20709
1708545,Frillagalma vityazi,Gonodendron female,P18502|PTC_DROME Protein patched,NA,NA
1641914,Frillagalma vityazi,Gonodendron female,P54357|MLC2_DROME Myosin-2 essential light chain,GO:0019722;GO:0005509,NA
1650142,Frillagalma vityazi,Gonodendron female,,NA,NA
1580732,Frillagalma vityazi,Gonodendron female,O02811|PI4KA_BOVIN Phosphatidylinositol 4-kinase alpha,GO:0048015;GO:0016301;GO:0046854,NA
1702448,Frillagalma vityazi,Gonodendron female,E7F211|TTC17_DANRE Tetratricopeptide repeat protein 17,GO:0061371;GO:0016021;GO:0030041;GO:0044782,566258fb8bc2b02c5ccd18af6a22b872
1739370,Frillagalma vityazi,Gonodendron female,,NA,NA
1499593,Frillagalma vityazi,Gonodendron female,P48542|KCNJ6_MOUSE G protein-activated inward rectifier potassium channel 2,GO:0005242;GO:0034765;GO:0016021;GO:0005886;GO:0071805;GO:0098659,d0d6b81fa282c9cf9301562c98f31bd1
1606034,Frillagalma vityazi,Gonodendron female,O14841|OPLA_HUMAN 5-oxoprolinase,GO:0016787;GO:0005750;GO:0006749;GO:0006122;GO:0035335;GO:0005829;GO:0140096;GO:0046872;GO:0016757;GO:0006004,NA
1515860,Frillagalma vityazi,Gonodendron female,,NA,NA
1639612,Frillagalma vityazi,Gonodendron female,,NA,NA
1731707,Frillagalma vityazi,Gonodendron female,Q5U5A6|NRARP_XENLA Notch-regulated ankyrin repeat-containing protein,NA,NA
1500113,Frillagalma vityazi,Gonodendron female,,NA,NA
1689554,Frillagalma vityazi,Gonodendron female,P56490|ACM5_MACMU Muscarinic acetylcholine receptor M5,NA,b9a0998e062a0f6f6e6f2d43b9a25df7
1679406,Frillagalma vityazi,Gonodendron female,,NA,NA
1613530,Frillagalma vityazi,Gonodendron female,P40927|MAOX_COLLI NADP-dependent malic enzyme,NA,NA
1632945,Frillagalma vityazi,Gonodendron female,,NA,NA
1689555,Frillagalma vityazi,Gonodendron female,P08911|ACM5_RAT Muscarinic acetylcholine receptor M5,NA,b9a0998e062a0f6f6e6f2d43b9a25df7
1529867,Frillagalma vityazi,Gonodendron female,P9WI14|PPE24_MYCTO Uncharacterized PPE family protein PPE24,NA,NA
1602714,Frillagalma vityazi,Gonodendron female,Q8C172|CERS6_MOUSE Ceramide synthase 6,NA,NA
1615160,Frillagalma vityazi,Gonodendron female,,NA,NA
1547502,Frillagalma vityazi,Gonodendron female,Q06831|SOX4_MOUSE Transcription factor SOX-4,NA,NA
1617026,Frillagalma vityazi,Gonodendron female,"Q9JJS0|SCUB2_MOUSE Signal peptide, CUB and EGF-like domain-containing protein 2",NA,NA
1698184,Frillagalma vityazi,Gonodendron female,,NA,NA
1509786,Frillagalma vityazi,Gonodendron female,,NA,NA
1674374,Frillagalma vityazi,Gonodendron female,O54862|MBTP2_CRIGR Membrane-bound transcription factor site-2 protease,GO:0004222;GO:0001501;GO:0016021;GO:0006508;GO:0048513;GO:0005737;GO:0061448;GO:1990440;GO:0005789;GO:0046872;GO:0098588;GO:0043231;GO:0051091;GO:0071695;GO:0006629;GO:1902652;GO:0036500;GO:0045540;GO:1901360,dcdc3ae3c8e3160cf349dae7d1246f21
1550910,Frillagalma vityazi,Gonodendron female,Q07890|SOS2_HUMAN Son of sevenless homolog 2,GO:0007264;GO:0005085;GO:0000786;GO:0046982;GO:0003677;GO:0048793;GO:0035997;GO:0048365;GO:0031234;GO:0016831;GO:0030170;GO:0043703;GO:0035022;GO:0045500;GO:0007426;GO:0008293;GO:0007427;GO:0005829;GO:0007480;GO:0016021;GO:0045793;GO:0016199;GO:0007173;GO:0048010;GO:2000134;GO:0008543;GO:0051607;GO:0044419;GO:0019752,NA
1573279,Frillagalma vityazi,Gonodendron female,O93209|POL_FFV Pro-Pol polyprotein,NA,NA
1636377,Frillagalma vityazi,Gonodendron female,P21333|FLNA_HUMAN Filamin-A,NA,NA
1494960,Frillagalma vityazi,Gonodendron female,,NA,NA
1552218,Frillagalma vityazi,Gonodendron female,Q96RW7|HMCN1_HUMAN Hemicentin-1,NA,NA
1506326,Frillagalma vityazi,Gonodendron female,,NA,NA
1620233,Frillagalma vityazi,Gonodendron female,,NA,NA
1536291,Frillagalma vityazi,Gonodendron female,,NA,NA
1593518,Frillagalma vityazi,Gonodendron female,Q91738|FAK1_XENLA Focal adhesion kinase 1,NA,NA
1582832,Frillagalma vityazi,Gonodendron female,O61492|FLOT2_DROME Flotillin-2,NA,NA
1700184,Frillagalma vityazi,Gonodendron female,Q3UVU3|ZNT10_MOUSE Zinc transporter 10,GO:0008324;GO:0098655;GO:0016021;GO:0016323;GO:0016324;GO:0005623;GO:0010312;GO:0015562;GO:0006882;GO:0015318;GO:0006829;GO:0098660,NA
1509785,Frillagalma vityazi,Gonodendron female,,NA,NA
1509703,Frillagalma vityazi,Gonodendron female,Q803M0|PPR3B_DANRE Protein phosphatase 1 regulatory subunit 3B,NA,0e8beffcda34784e18dbcb898012160c
1561193,Frillagalma vityazi,Gonodendron female,,NA,NA
1505218,Frillagalma vityazi,Gonodendron female,,NA,NA
1550892,Frillagalma vityazi,Gonodendron female,Q9JLQ2|GIT2_MOUSE ARF GTPase-activating protein GIT2,NA,NA
1583464,Frillagalma vityazi,Gonodendron female,,NA,NA
1714190,Frillagalma vityazi,Gonodendron female,Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28,NA,efcbccd7955102b86c22972538115c40
1689127,Frillagalma vityazi,Gonodendron female,,NA,NA
1714760,Frillagalma vityazi,Gonodendron female,P48148|RHO1_DROME Ras-like GTP-binding protein Rho1,GO:0007264;GO:0003924;GO:0001772;GO:0005525;GO:0005623;GO:0005737;GO:0090504;GO:0071896;GO:0007369;GO:0019210;GO:1902766;GO:0042060;GO:0048513;GO:0036342;GO:1902531;GO:0040001;GO:0030155;GO:0001667;GO:0043066;GO:0016055;GO:0032956;GO:0045576;GO:0045621;GO:0072359;GO:0045580;GO:0033673;GO:0042110;GO:0002520;GO:0009968;GO:0030154,NA
1592310,Frillagalma vityazi,Gonodendron female,Q09081|KCNA2_RABIT Potassium voltage-gated channel subfamily A member 2,GO:0008076;GO:0005249;GO:0051260;GO:0034765;GO:0071805;GO:0043679;GO:0030054;GO:0005515;GO:0030955;GO:0005783,b56b61bafa52cc738e6605b4aaf39b9c
1541231,Frillagalma vityazi,Gonodendron female,,NA,NA
1734510,Frillagalma vityazi,Gonodendron female,,NA,NA
1498591,Frillagalma vityazi,Gonodendron female,F6XZJ7|SAM15_MOUSE Sterile alpha motif domain-containing protein 15,NA,NA
1654067,Frillagalma vityazi,Gonodendron female,,NA,NA
1618743,Frillagalma vityazi,Gonodendron female,,NA,NA
1539267,Frillagalma vityazi,Gonodendron female,,NA,NA
1646648,Frillagalma vityazi,Gonodendron female,A1L108|ARP5L_RAT Actin-related protein 2/3 complex subunit 5-like protein,NA,NA
1551435,Frillagalma vityazi,Gonodendron female,P39447|ZO1_MOUSE Tight junction protein ZO-1,NA,NA
1535776,Frillagalma vityazi,Gonodendron female,,NA,NA
1644415,Frillagalma vityazi,Gonodendron female,A5PKG7|KCTD5_BOVIN BTB/POZ domain-containing protein KCTD5,GO:0051260;GO:0044877;GO:0031463;GO:0097602;GO:0004114;GO:0005737;GO:0043161,3df642d1a6370cbf5b931fb5ef969a97
1583034,Frillagalma vityazi,Gonodendron female,,NA,NA
1622490,Frillagalma vityazi,Gonodendron female,,NA,NA
1536319,Frillagalma vityazi,Gonodendron female,O35448|PPT2_MOUSE Lysosomal thioesterase PPT2,GO:0008474;GO:0098734;GO:0005764,NA
1713906,Frillagalma vityazi,Gonodendron female,,NA,NA
1577209,Frillagalma vityazi,Gonodendron female,,NA,NA
1733682,Frillagalma vityazi,Gonodendron female,Q9SZJ2|GRDP2_ARATH Glycine-rich domain-containing protein 2 {ECO:0000303|PubMed:25653657},NA,1e6d88f07213b0cbbf208ffec25221df
1599563,Frillagalma vityazi,Gonodendron female,,NA,NA
1519523,Frillagalma vityazi,Gonodendron female,,NA,NA
1665215,Frillagalma vityazi,Gonodendron female,,NA,NA
1604737,Frillagalma vityazi,Gonodendron female,Q9XZC0|LCTA_LATTR Alpha-latrocrustotoxin-Lt1a,NA,NA
1551853,Frillagalma vityazi,Gonodendron female,,NA,NA
1599595,Frillagalma vityazi,Gonodendron female,,NA,NA
1535167,Frillagalma vityazi,Gonodendron female,,NA,NA
1532529,Frillagalma vityazi,Gonodendron female,,NA,NA
1539298,Frillagalma vityazi,Gonodendron female,,NA,NA
1638924,Frillagalma vityazi,Gonodendron female,,NA,NA
1498944,Frillagalma vityazi,Gonodendron female,Q5F383|SPP2B_CHICK Signal peptide peptidase-like 2B {ECO:0000250|UniProtKB:Q8TCT7},GO:0031293;GO:0042500;GO:0071556;GO:0071458;GO:0006509;GO:0005765;GO:0050776;GO:0050819;GO:0042803;GO:0030660;GO:0015293;GO:0010008;GO:0005813;GO:0010803;GO:0008643;GO:0015629;GO:0055085;GO:0005654;GO:0005886;GO:0000139,4859edea248a7e918c3750d89bdec8cf
1729976,Frillagalma vityazi,Gonodendron female,P41113|ACT3_PODCA Actin-3,GO:0005856;GO:0005524;GO:0005737,NA
1715188,Frillagalma vityazi,Gonodendron female,,NA,NA
1651440,Frillagalma vityazi,Gonodendron female,Q9WVH8|FBLN5_RAT Fibulin-5,NA,a816bea820f5a7b531ad50c69fbbd2c1
1729904,Frillagalma vityazi,Gonodendron female,O80763|NRX1_ARATH Probable nucleoredoxin 1,NA,NA
1601881,Frillagalma vityazi,Gonodendron female,,NA,NA
1659279,Frillagalma vityazi,Gonodendron female,O02824|ADA1A_RABIT Alpha-1A adrenergic receptor,NA,NA
1517140,Frillagalma vityazi,Gonodendron female,,NA,NA
1636501,Frillagalma vityazi,Gonodendron female,,NA,NA
1663759,Frillagalma vityazi,Gonodendron female,,NA,NA
1524227,Frillagalma vityazi,Gonodendron female,Q96RW7|HMCN1_HUMAN Hemicentin-1,NA,NA
1559979,Frillagalma vityazi,Gonodendron female,,NA,NA
1552296,Frillagalma vityazi,Gonodendron female,P70412|CUZD1_MOUSE CUB and zona pellucida-like domain-containing protein 1,NA,NA
1524125,Frillagalma vityazi,Gonodendron female,,NA,NA
1549397,Frillagalma vityazi,Gonodendron female,Q8WP23|BOLL_MACFA Protein boule-like,NA,232cce55a34e83b23da7007cc2fcf9bb
1610769,Frillagalma vityazi,Gonodendron female,,NA,NA
1556580,Frillagalma vityazi,Gonodendron female,Q9NP59|S40A1_HUMAN Solute carrier family 40 member 1,NA,NA
1609390,Frillagalma vityazi,Gonodendron female,Q96RW7|HMCN1_HUMAN Hemicentin-1,NA,NA
