Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0005663,SVG,Q62902|LMAN1_RAT Protein ERGIC-53,Frillagalma vityazi,PalmatGasmat,1.075363223092977,1572763,5e12e29ef1c5f51d2a32c33a42134072
OG0005664,SVG,Q8BRG8|TM209_MOUSE Transmembrane protein 209,Frillagalma vityazi,PalmatGasmat,1.0873146404443361,1539164,70b017aed9cc2991b775805bc77f2bba
OG0005671,SVG,Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Frillagalma vityazi,PalmatGasmat,1.197267948504554,1702514,be6e5041780ecb8dccd2fd92993d8b9e
OG0005678,SVG,Q8C1A5|THOP1_MOUSE Thimet oligopeptidase,Frillagalma vityazi,PalmatGasmat,1.163613346488464,1518364,7eb102187eb66bfb8962fb994a0b011b
OG0005731,SVG,Q66II8|RU17_XENTR U1 small nuclear ribonucleoprotein 70 kDa,Frillagalma vityazi,PalmatGasmat,1.095725015676357,1733668,NA
OG0005746,SVG,Q7T292|MFRN2_DANRE Mitoferrin-2,Frillagalma vityazi,PalmatGasmat,1.0936259042081458,1496746,f1b6cf90f6816b70a7555555630f3f8d
OG0005755,SVG,Q6IRP4|ABHDD_XENLA Protein ABHD13 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.1101077812837308,1732153,NA
OG0005757,SVG,Q29RP8|KMT5B_BOVIN Histone-lysine N-methyltransferase KMT5B {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.1628359862771385,1604155,bb4c2ef27735333423d466acb9bbe88b
OG0005765,SVG,Q2TBG8|UCHL3_BOVIN Ubiquitin carboxyl-terminal hydrolase isozyme L3,Frillagalma vityazi,PalmatGasmat,1.0984383992936624,1649093,NA
OG0005807,SVG,Q9MAQ3|UBP11_ARATH Putative ubiquitin carboxyl-terminal hydrolase 11,Frillagalma vityazi,PalmatGasmat,1.0496764334187818,1692267,799054da6eea3ec03c2150d5962a6743
OG0005808,SVG,Q9BX40|LS14B_HUMAN Protein LSM14 homolog B,Frillagalma vityazi,PalmatGasmat,1.086032514920609,1555986,3d5654667db137e42c757a0a73fd153f
OG0005811,SVG,Q9BUI4|RPC3_HUMAN DNA-directed RNA polymerase III subunit RPC3,Frillagalma vityazi,PalmatGasmat,1.0547158495423175,1605293,6d65a71c1159d0ee182d414c71a58dc0
OG0005813,SVG,Q9NVC6|MED17_HUMAN Mediator of RNA polymerase II transcription subunit 17,Frillagalma vityazi,PalmatGasmat,1.1037565765529649,1510005,e1d9aec6f3b1b14b1b6895742fcdf8e8
OG0005819,SVG,Q68FF0|K1841_MOUSE Uncharacterized protein KIAA1841,Frillagalma vityazi,PalmatGasmat,1.139214293701105,1671929,7464d377b0223fc6a6f5d3d89107983f
OG0005845,SVG,Q6RFH5|WDR74_HUMAN WD repeat-containing protein 74,Frillagalma vityazi,PalmatGasmat,1.2496643563789425,1531016,33c3350b6f5ef11486b1182d70504b4a
OG0005854,SVG,Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit,Frillagalma vityazi,PalmatGasmat,1.1223412651819975,1649365,NA
OG0005858,SVG,Q5U5Q3|MEX3C_HUMAN RNA-binding E3 ubiquitin-protein ligase MEX3C,Frillagalma vityazi,PalmatGasmat,1.4344691587269345,1573813,1aa0bb89b0ee16809d4fde0cdc5fda0e
OG0005880,SVG,Q9QZN3|FBX8_MOUSE F-box only protein 8,Frillagalma vityazi,PalmatGasmat,1.1227325666320187,1568674,1d44aa75ebe6ac2dd13682d3b9a48d63
OG0005922,SVG,Q28CZ7|ISPD_XENTR Isoprenoid synthase domain-containing protein,Frillagalma vityazi,PalmatGasmat,1.1896819871614825,1536799,aa62032f041d752a0e5bd25d4d2d7c96
OG0005943,SVG,P49642|PRI1_HUMAN DNA primase small subunit,Frillagalma vityazi,PalmatGasmat,1.145092474538618,1606680,79812ee02493c3db910c8a9201e18de0
OG0005965,SVG,Q6GR37|MET16_XENLA Methyltransferase-like protein 16,Frillagalma vityazi,PalmatGasmat,1.1252431491116897,1576446,NA
OG0005996,SVG,Q803V5|LST8_DANRE Target of rapamycin complex subunit lst8,Frillagalma vityazi,PalmatGasmat,1.1891427167850719,1635972,NA
OG0006006,SVG,Q4R5T4|RNF32_MACFA RING finger protein 32,Frillagalma vityazi,PalmatGasmat,0.9070261736638434,1677166,NA
OG0006200,SVG,Q9NRH2|SNRK_HUMAN SNF-related serine/threonine-protein kinase,Frillagalma vityazi,PalmatGasmat,1.1726940763109455,1737482,b637b21bcbcc66a32965e06962a652aa
OG0006296,SVG,Q7ZXV8|ZN207_XENLA BUB3-interacting and GLEBS motif-containing protein ZNF207 {ECO:0000250|UniProtKB:O43670},Frillagalma vityazi,PalmatGasmat,1.1673031296973835,1518498,NA
OG0005631,SVG,Q9VTF9|UFD1_DROME Ubiquitin fusion degradation protein 1 homolog,Frillagalma vityazi,PalmatGasmat,1.1186734091479023,1618105,dab6996c5779c31f92a5bd0dc771b2d2
OG0005676,SVG,Q9D0N7|CAF1B_MOUSE Chromatin assembly factor 1 subunit B,Frillagalma vityazi,PalmatGasmat,1.134554248977221,1721687,d93059d1fbf535414de9a9439a3e86c4
OG0005704,SVG,Q6AXT8|SF3A2_RAT Splicing factor 3A subunit 2,Frillagalma vityazi,PalmatGasmat,1.1767035903127727,1711540,bed688400d4847bb7e1e09db937b33be
OG0005737,SVG,Q7ZTZ2|RLP24_DANRE Probable ribosome biogenesis protein RLP24,Frillagalma vityazi,PalmatGasmat,1.0807312025727813,1706030,NA
OG0005744,SVG,P97368|MEIS3_MOUSE Homeobox protein Meis3,Frillagalma vityazi,PalmatGasmat,1.4087991409472798,1724209,NA
OG0005767,SVG,Q5XJS5|THOC6_DANRE THO complex subunit 6 homolog,Frillagalma vityazi,PalmatGasmat,1.1432889042429482,1545287,b45f5355fce6aff87b55af17f49f38e5
OG0005800,SVG,Q9CQJ4|RING2_MOUSE E3 ubiquitin-protein ligase RING2,Frillagalma vityazi,PalmatGasmat,1.019708460387913,1500777,NA
OG0005823,SVG,X1WER2|UBA5_DANRE Ubiquitin-like modifier-activating enzyme 5,Frillagalma vityazi,PalmatGasmat,1.1064401104353772,1708987,NA
OG0005834,SVG,Q8VDY4|EFCB7_MOUSE EF-hand calcium-binding domain-containing protein 7,Frillagalma vityazi,PalmatGasmat,1.1649295750244364,1506569,45e3248515e5104ebc90d562f50ea79f
OG0005840,SVG,Q91W96|APC4_MOUSE Anaphase-promoting complex subunit 4,Frillagalma vityazi,PalmatGasmat,1.2239052653610185,1630422,cdfae0e0606d9c13477b4ca1e9347b74
OG0005856,SVG,Q9QYW3|PHOCN_RAT MOB-like protein phocein,Frillagalma vityazi,PalmatGasmat,1.1780477071917832,1567986,NA
OG0005868,SVG,Q5RDD2|PR38A_PONAB Pre-mRNA-splicing factor 38A,Frillagalma vityazi,PalmatGasmat,1.091017547692826,1524450,NA
OG0005888,SVG,Q7ZVJ6|QTRT2_DANRE Queuine tRNA-ribosyltransferase accessory subunit 2 {ECO:0000255|HAMAP-Rule:MF_03043},Frillagalma vityazi,PalmatGasmat,1.298115240694169,1627029,690777bfb63d86dd8aae0a7d71b18d44
OG0005947,SVG,Q05B18|SHQ1_XENTR Protein SHQ1 homolog,Frillagalma vityazi,PalmatGasmat,1.0022244837511636,1636102,NA
OG0005964,SVG,Q9QXP4|DONS_MOUSE Protein downstream neighbor of Son,Frillagalma vityazi,PalmatGasmat,1.1872591831060055,1634604,c5a1c666bf9deb5d664caa7282343fa4
OG0005971,SVG,A1L1C7|PAN3_XENTR PAB-dependent poly(A)-specific ribonuclease subunit PAN3 {ECO:0000255|HAMAP-Rule:MF_03181},Frillagalma vityazi,PalmatGasmat,1.2604571815292291,1720693,4a19855c62fa2626a789fe900ce63f85
OG0005982,SVG,Q9CZ28|SNF8_MOUSE Vacuolar-sorting protein SNF8,Frillagalma vityazi,PalmatGasmat,1.1542075141387202,1611943,NA
OG0005987,SVG,P51868|CASQ2_RAT Calsequestrin-2,Frillagalma vityazi,PalmatGasmat,1.013178687691013,1698603,NA
OG0005995,SVG,Q9I8J6|EBP2_XENLA Probable rRNA-processing protein EBP2,Frillagalma vityazi,PalmatGasmat,1.0822166218019225,1614284,NA
OG0006012,SVG,Q922H9|ZN330_MOUSE Zinc finger protein 330,Frillagalma vityazi,PalmatGasmat,1.144193021495024,1610022,NA
OG0006063,SVG,Q96P11|NSUN5_HUMAN Probable 28S rRNA (cytosine-C(5))-methyltransferase,Frillagalma vityazi,PalmatGasmat,1.1211039385869022,1687436,b1219db784a2d5e1e205e28931b948b4
OG0006114,SVG,Q8IY50|S35F3_HUMAN Putative thiamine transporter SLC35F3 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.2911709496602473,1569823,41d6aca0109806f61d62e29ce74cfcf9
OG0006121,SVG,O60921|HUS1_HUMAN Checkpoint protein HUS1,Frillagalma vityazi,PalmatGasmat,1.1239559696442551,1609660,NA
OG0006122,SVG,Q5W1J5|FOXP1_XENLA Forkhead box protein P1,Frillagalma vityazi,PalmatGasmat,1.0982679410177831,1609328,NA
OG0006152,SVG,Q9JJ78|TOPK_MOUSE Lymphokine-activated killer T-cell-originated protein kinase,Frillagalma vityazi,PalmatGasmat,1.230043993685411,1698688,eeda207c1bbc1c08d0a00270e299ba0f
OG0006155,SVG,Q92117|TBP_PROFL TATA-box-binding protein,Frillagalma vityazi,PalmatGasmat,1.2248927727232923,1571521,NA
OG0006602,SVG,Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Frillagalma vityazi,PalmatGasmat,1.0463181403120467,1621928,4d298b9ca0137e1a33258bec76ca9154
OG0003849,SVG,Q6DHU1|CLP1L_DANRE Cleft lip and palate transmembrane protein 1-like protein,Frillagalma vityazi,PalmatGasmat,1.066814866296099,1560712,9944f3ff9e8eb289dc4c97ffd6f13ae0
OG0005867,SVG,Q96DH6|MSI2H_HUMAN RNA-binding protein Musashi homolog 2,Frillagalma vityazi,PalmatGasmat,1.2435615696569235,1684808,25a0032afe798b90a1769825d48fe36f
OG0005983,SVG,Q76I79|SSH1_MOUSE Protein phosphatase Slingshot homolog 1,Frillagalma vityazi,PalmatGasmat,1.1937272617959651,1583804,NA
OG0005609,SVG,P23919|KTHY_HUMAN Thymidylate kinase,Frillagalma vityazi,PalmatGasmat,1.1423067122743045,1572034,777709df77bbe2fb3bcf88876db37798
OG0005750,SVG,"Q9D172|ES1_MOUSE ES1 protein homolog, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1477276314210225,1573459,3de5cccdba40bb9ff811672943a7e3aa
OG0005909,SVG,Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4,Frillagalma vityazi,PalmatGasmat,1.126737179326792,1554078,da27f40cf8c58c8de02c6473456ec58b
OG0005913,SVG,Q92519|TRIB2_HUMAN Tribbles homolog 2,Frillagalma vityazi,PalmatGasmat,1.226734438253109,1724240,e5e2a0db3a3c2a020e99adee1b765802
OG0005932,SVG,Q8R0L9|TADA3_MOUSE Transcriptional adapter 3,Frillagalma vityazi,PalmatGasmat,1.1236675384865145,1634742,63cf24eeb437cc088bc8f1ac4fb7ac51
OG0005939,SVG,Q5E9B3|PGTB2_BOVIN Geranylgeranyl transferase type-2 subunit beta,Frillagalma vityazi,PalmatGasmat,1.2165060257401137,1598783,13eb55829a5fce7843139cff92af276b
OG0006009,SVG,A2AWT3|AT7L3_MOUSE Ataxin-7-like protein 3 {ECO:0000255|HAMAP-Rule:MF_03047},Frillagalma vityazi,PalmatGasmat,1.1001222254478995,1599767,0c560ef43c8fcb25184ed1559731c0e4
OG0006010,SVG,Q9YGY3|BUB3_XENLA Mitotic checkpoint protein BUB3,Frillagalma vityazi,PalmatGasmat,1.184689315601758,1698038,NA
OG0006126,SVG,Q5E9N9|APEX2_BOVIN DNA-(apurinic or apyrimidinic site) lyase 2,Frillagalma vityazi,PalmatGasmat,1.6634703576006475,1687215,NA
OG0006168,SVG,Q2T9T9|FBXW9_BOVIN F-box/WD repeat-containing protein 9,Frillagalma vityazi,PalmatGasmat,1.2380390704822333,1653694,c57c3cb822ec968275ed13eae6607080
OG0006224,SVG,Q921D4|MED6_MOUSE Mediator of RNA polymerase II transcription subunit 6,Frillagalma vityazi,PalmatGasmat,1.226123991721441,1600774,bae596e73b0a5f03c31bf77d2e01be53
OG0006244,SVG,P78412|IRX6_HUMAN Iroquois-class homeodomain protein IRX-6,Frillagalma vityazi,PalmatGasmat,1.2956914281365761,1648393,NA
OG0006280,SVG,Q8C3I8|HGH1_MOUSE Protein HGH1 homolog,Frillagalma vityazi,PalmatGasmat,1.0582627693482856,1678907,94a02f8ad6f39d257fd19319796e6ffd
OG0003681,SVG,Q6GPA7|HDAC8_XENLA Histone deacetylase 8,Frillagalma vityazi,PalmatGasmat,1.225679158486249,1735222,2135f0d61e5037d80da336876d744fe0
OG0005903,SVG,Q7SXM7|PRP31_DANRE U4/U6 small nuclear ribonucleoprotein Prp31,Frillagalma vityazi,PalmatGasmat,1.1508212998759009,1693517,34afbd22443a8cde3f292fee589a0c66
OG0005919,SVG,Q92564|DCNL4_HUMAN DCN1-like protein 4,Frillagalma vityazi,PalmatGasmat,1.0549076542972191,1522372,a78ef14f5a1051ba4a1358ac4058805e
OG0006052,SVG,Q90X38|GPKOW_DANRE G patch domain and KOW motifs-containing protein,Frillagalma vityazi,PalmatGasmat,1.121673605423061,1548870,29005dfc17d4a60207e4ceaf81586a8e
OG0006054,SVG,Q9D753|EXOS8_MOUSE Exosome complex component RRP43,Frillagalma vityazi,PalmatGasmat,1.166666721300684,1632048,1c097913ce544485c38d86bc82805040
OG0006087,SVG,O75486|SUPT3_HUMAN Transcription initiation protein SPT3 homolog,Frillagalma vityazi,PalmatGasmat,1.0255814912043748,1732077,NA
OG0006102,SVG,Q13889|TF2H3_HUMAN General transcription factor IIH subunit 3,Frillagalma vityazi,PalmatGasmat,1.117862344585517,1537893,0371d79035bd734e7e9efaf288cc5271
OG0006202,SVG,Q6P0I8|EXOS6_DANRE Exosome complex component MTR3,Frillagalma vityazi,PalmatGasmat,1.085049371682297,1723991,31369aec288901b4a7753cd163bb464b
OG0006251,SVG,Q4VBT5|MKRN1_DANRE Probable E3 ubiquitin-protein ligase makorin-1,Frillagalma vityazi,PalmatGasmat,1.1723624937456085,1638726,673bcda71f3f1c79fc061130eecfab8a
OG0006291,SVG,Q9H777|RNZ1_HUMAN Zinc phosphodiesterase ELAC protein 1,Frillagalma vityazi,PalmatGasmat,1.0770133692564856,1566715,NA
OG0006313,SVG,Q92968|PEX13_HUMAN Peroxisomal membrane protein PEX13,Frillagalma vityazi,PalmatGasmat,1.0815353310092466,1660319,4d470577c2510456e7cdb10a2091b07c
OG0006333,SVG,Q9H9L4|KANL2_HUMAN KAT8 regulatory NSL complex subunit 2,Frillagalma vityazi,PalmatGasmat,1.1497189886597643,1541575,9ce55d3b106b8739a6b5ae6929a73666
OG0006336,SVG,Q6P632|NAA20_XENTR N-alpha-acetyltransferase 20,Frillagalma vityazi,PalmatGasmat,1.1535777288851294,1540324,NA
OG0006354,SVG,V5YMB3|DAPB3_PSEMX Dipeptidyl aminopeptidase BIII {ECO:0000312|EMBL:BAO18428.1},Frillagalma vityazi,PalmatGasmat,1.1941800758819792,1500475,0ae917d76368f4184728e97d33ee3334
OG0006370,SVG,Q9GKR6|CAYP2_MACFA Calcyphosin-2,Frillagalma vityazi,PalmatGasmat,1.2288735791814054,1603393,b36f894aa686723e001e2a69219505a3
OG0006374,SVG,Q9DAJ4|WDR83_MOUSE WD repeat domain-containing protein 83,Frillagalma vityazi,PalmatGasmat,1.0252776339925083,1569864,dbe7a538098819d01c49cb9629b253e2
OG0006387,SVG,Q8BJH1|ZC21A_MOUSE Zinc finger C2HC domain-containing protein 1A,Frillagalma vityazi,PalmatGasmat,1.2059607233090712,1539297,NA
OG0006388,SVG,Q9NUQ2|PLCE_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,Frillagalma vityazi,PalmatGasmat,1.322156467022419,1645692,589b96d1ff709e992768435233264e99
OG0006398,SVG,O43541|SMAD6_HUMAN Mothers against decapentaplegic homolog 6,Frillagalma vityazi,PalmatGasmat,1.3741067325780754,1607425,NA
OG0006400,SVG,Q8WUJ0|STYX_HUMAN Serine/threonine/tyrosine-interacting protein,Frillagalma vityazi,PalmatGasmat,1.198069417894498,1535193,NA
OG0006191,SVG,Q66IH2|TBRG1_XENTR Transforming growth factor beta regulator 1,Frillagalma vityazi,PalmatGasmat,1.1067572739910014,1675752,56f31317e1499ff13027562aff69d108
OG0006326,SVG,Q32LJ2|ARFRP_BOVIN ADP-ribosylation factor-related protein 1,Frillagalma vityazi,PalmatGasmat,1.1836067149723277,1698694,f192a6fedb7b3905a1c920ff25d21e56
OG0006856,SVG,Q6IQ97|RBM41_DANRE RNA-binding protein 4.1,Frillagalma vityazi,PalmatGasmat,1.18079566353142,1500481,NA
OG0006171,SVG,Q6GNJ8|VPS72_XENLA Vacuolar protein sorting-associated protein 72 homolog,Frillagalma vityazi,PalmatGasmat,1.1373725244703246,1656656,NA
OG0006193,SVG,Q6ZNW5|GDPP1_HUMAN GDP-D-glucose phosphorylase 1,Frillagalma vityazi,PalmatGasmat,1.2251750055171575,1663648,NA
OG0006228,SVG,Q6P1Q0|LTMD1_HUMAN LETM1 domain-containing protein 1,Frillagalma vityazi,PalmatGasmat,1.2354062032627275,1631538,NA
OG0006279,SVG,Q9CZ15|PSF1_MOUSE DNA replication complex GINS protein PSF1,Frillagalma vityazi,PalmatGasmat,1.1497970256226901,1566496,NA
OG0006299,SVG,Q9VY86|TM2D2_DROME TM2 domain-containing protein CG11103,Frillagalma vityazi,PalmatGasmat,1.108049591766441,1540505,NA
OG0006338,SVG,Q8WTS6|SETD7_HUMAN Histone-lysine N-methyltransferase SETD7,Frillagalma vityazi,PalmatGasmat,1.3756923840065398,1636686,NA
OG0006358,SVG,Q921Y2|IMP3_MOUSE U3 small nucleolar ribonucleoprotein protein IMP3,Frillagalma vityazi,PalmatGasmat,1.0929683311600797,1561830,NA
OG0006377,SVG,Q8K3I9|GLCI1_MOUSE Glucocorticoid-induced transcript 1 protein,Frillagalma vityazi,PalmatGasmat,1.0624445138032927,1507220,NA
OG0006399,SVG,Q9DBS8|POC5_MOUSE Centrosomal protein POC5,Frillagalma vityazi,PalmatGasmat,1.231012480473259,1710832,ad93aed6824ceb7f0b5a7844da03fd2b
OG0006406,SVG,Q9V359|VPS28_DROME Vacuolar protein sorting-associated protein 28 homolog,Frillagalma vityazi,PalmatGasmat,1.2080615966003942,1578231,NA
OG0006419,SVG,B5XF11|KDM8_SALSA Lysine-specific demethylase 8,Frillagalma vityazi,PalmatGasmat,1.1260510976431608,1697811,7bde5d8164dcab84a7729e88db96a950
OG0006437,SVG,P34284|YKK7_CAEEL Uncharacterized F-box/LRR-repeat protein C02F5.7,Frillagalma vityazi,PalmatGasmat,0.9293152293717982,1493750,aa429dc5b2d00b73eee4a27ebf27c28c
OG0006446,SVG,Q86YS6|RAB43_HUMAN Ras-related protein Rab-43,Frillagalma vityazi,PalmatGasmat,1.1015878774822672,1707462,NA
OG0006492,SVG,Q7ZVT3|SAS6_DANRE Spindle assembly abnormal protein 6 homolog,Frillagalma vityazi,PalmatGasmat,1.1726295535814482,1694774,157c09fb202c5fd3f1237644dbfc89b8
OG0006500,SVG,Q9Z191|EYA4_MOUSE Eyes absent homolog 4,Frillagalma vityazi,PalmatGasmat,1.2984267010213293,1627944,5cf88028f53e512ab2d49d437a3e3877
OG0004393,SVG,Q8BXX2|ZBT49_MOUSE Zinc finger and BTB domain-containing protein 49,Frillagalma vityazi,PalmatGasmat,1.0932590900819865,1634709,f35e1d53b6eafe141e5ef6d562dd75cb
OG0006072,SVG,Q5R8H5|T2EA_PONAB General transcription factor IIE subunit 1,Frillagalma vityazi,PalmatGasmat,1.1815719817749573,1682280,2c4efe255f6b624490cae42609158049
OG0006101,SVG,Q6NU08|MTRAB_XENLA Myotubularin-related protein 10-B,Frillagalma vityazi,PalmatGasmat,1.158634649962121,1524187,1311c3603406d2b844bf6c94029619f7
OG0006305,SVG,Q8VDH1|FBX21_MOUSE F-box only protein 21,Frillagalma vityazi,PalmatGasmat,1.0196409994652236,1718456,90d07b9d25454084e866bfb51568ff3f
OG0006321,SVG,Q5F413|SMAP2_CHICK Stromal membrane-associated protein 2,Frillagalma vityazi,PalmatGasmat,1.1770542418883376,1587620,0614b8da18278b5bca2c16f698cbcfc9
OG0006349,SVG,Q9CWZ7|SNAG_MOUSE Gamma-soluble NSF attachment protein,Frillagalma vityazi,PalmatGasmat,1.15181721757858,1556437,cdb58ed64410bd4ef6b286d43f790eb7
OG0006369,SVG,Q6PBN5|AUP1_DANRE Ancient ubiquitous protein 1,Frillagalma vityazi,PalmatGasmat,1.1706490160086847,1598074,edc4a2b8d90eb999c1574098774c141e
OG0006414,SVG,Q6IMM1|DJC27_CHICK DnaJ homolog subfamily C member 27,Frillagalma vityazi,PalmatGasmat,1.0824445310800928,1497995,NA
OG0006422,SVG,"Q9VH78|ALG12_DROME Probable Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",Frillagalma vityazi,PalmatGasmat,1.1388269353356912,1657215,9f09115970c470b98c89a7b35ae66951
OG0006424,SVG,"Q8IMA8|PANG2_DROME Protein pangolin, isoform J",Frillagalma vityazi,PalmatGasmat,1.2402787081918145,1702432,NA
OG0006441,SVG,Q3TZI6|CCNJ_MOUSE Cyclin-J,Frillagalma vityazi,PalmatGasmat,1.1130198837898049,1702683,578228e0f755648a9353efabe38cfb52
OG0006444,SVG,Q5RE11|TSN3_PONAB Tetraspanin-3,Frillagalma vityazi,PalmatGasmat,1.085606500817737,1550961,a1abf86f6af169314ebfbdac376eb06e
OG0006493,SVG,Q96ES7|SGF29_HUMAN SAGA-associated factor 29 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.1383645282484127,1528778,NA
OG0006510,SVG,Q5PRC7|SOSB2_DANRE SOSS complex subunit B2,Frillagalma vityazi,PalmatGasmat,1.1319921760804383,1507246,e1079b270a97a69b9d4e120b2ff5da09
OG0006543,SVG,Q640L5|CCD18_MOUSE Coiled-coil domain-containing protein 18,Frillagalma vityazi,PalmatGasmat,1.312623393367875,1610792,413d721f9976332b0d7c2de65fa75eb0
OG0006572,SVG,Q13569|TDG_HUMAN G/T mismatch-specific thymine DNA glycosylase,Frillagalma vityazi,PalmatGasmat,1.242748030067804,1634708,823b2ad505f5b24217070c6599f6929f
OG0006438,SVG,Q99MU3|DSRAD_MOUSE Double-stranded RNA-specific adenosine deaminase,Frillagalma vityazi,PalmatGasmat,1.0835979804650113,1737948,3fad95a9dfa7af518dabf57e561d8fdf
OG0006513,SVG,Q9UPM9|B9D1_HUMAN B9 domain-containing protein 1,Frillagalma vityazi,PalmatGasmat,1.135964095477883,1685061,NA
OG0006516,SVG,Q6P5L7|ARGLA_DANRE Arginine and glutamate-rich protein 1-A,Frillagalma vityazi,PalmatGasmat,1.2173167730829821,1569706,NA
OG0006536,SVG,Q9Y6G5|COMDA_HUMAN COMM domain-containing protein 10,Frillagalma vityazi,PalmatGasmat,1.0969173792967608,1703431,NA
OG0006538,SVG,Q5W111|SPRY7_HUMAN SPRY domain-containing protein 7,Frillagalma vityazi,PalmatGasmat,1.0954889409269402,1560268,NA
OG0006560,SVG,Q5U2S3|ZUFSP_RAT Zinc finger with UFM1-specific peptidase domain protein,Frillagalma vityazi,PalmatGasmat,1.2763168015052064,1628240,2bc0d40058cf9b6521fc7a71e60e6789
OG0006586,SVG,Q8S7M7|PIRL5_ORYSJ Plant intracellular Ras-group-related LRR protein 5,Frillagalma vityazi,PalmatGasmat,1.3068759880160807,1623875,044af4581ba21133c6e0c746c1bfcf24
OG0006592,SVG,Q9R062|GLYG_MOUSE Glycogenin-1,Frillagalma vityazi,PalmatGasmat,1.211694835333912,1656705,NA
OG0006635,SVG,Q290X1|SWET1_DROPS Sugar transporter SWEET1,Frillagalma vityazi,PalmatGasmat,1.1992495261164688,1573754,b6a4ed9ab0f10cda0c987a17da9841a5
OG0006647,SVG,Q9QZC7|PKHB2_MOUSE Pleckstrin homology domain-containing family B member 2,Frillagalma vityazi,PalmatGasmat,1.2309035761564369,1494650,8eb392312139cb9026eba9ab2f0989d5
OG0006663,SVG,Q9D384|U1SBP_MOUSE U11/U12 small nuclear ribonucleoprotein 35 kDa protein,Frillagalma vityazi,PalmatGasmat,1.0434656612752176,1716924,e3866d4ebcd8e332c34ba7cc59d72e07
OG0006666,SVG,Q4KM64|JAGN1_RAT Protein jagunal homolog 1 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.1504217188513277,1726920,a5b748d0cb100a4b14cc60f7d0dce013
OG0006703,SVG,Q9EQB9|ZN287_MOUSE Zinc finger protein 287,Frillagalma vityazi,PalmatGasmat,1.2044727085432587,1566377,NA
OG0006715,SVG,O35817|AKA14_RAT A-kinase anchor protein 14,Frillagalma vityazi,PalmatGasmat,1.193718314118112,1549927,e7e9b4b6058c6490187046b8871b5802
OG0006671,SVG,Q5ZMS2|PA1B2_CHICK Platelet-activating factor acetylhydrolase IB subunit beta,Frillagalma vityazi,PalmatGasmat,1.079314446498569,1561485,NA
OG0006719,SVG,"Q8IYB8|SUV3_HUMAN ATP-dependent RNA helicase SUPV3L1, mitochondrial",Frillagalma vityazi,PalmatGasmat,1.1335219961176977,1681622,NA
OG0006587,SVG,Q9UJK0|TSR3_HUMAN Ribosome biogenesis protein TSR3 homolog {ECO:0000255|HAMAP-Rule:MF_03146},Frillagalma vityazi,PalmatGasmat,1.060900548194,1524668,NA
OG0006628,SVG,Q96LT7|CI072_HUMAN Protein C9orf72,Frillagalma vityazi,PalmatGasmat,1.2132998836789188,1604910,f3ce96bc5f3877cdd346cc0ff368156f
OG0006651,SVG,Q6DGF5|ZDH12_RAT Probable palmitoyltransferase ZDHHC12,Frillagalma vityazi,PalmatGasmat,1.2706190409177422,1699798,d4acada98606a685209570b87613efe3
OG0006732,SVG,Q5F3N9|CF106_CHICK Uncharacterized protein C6orf106 homolog,Frillagalma vityazi,PalmatGasmat,1.1963815733199736,1694099,NA
OG0006758,SVG,Q8K0S9|SNPC1_MOUSE snRNA-activating protein complex subunit 1,Frillagalma vityazi,PalmatGasmat,1.2336911981394207,1570847,5acd8ad98adc447c2451bc874a9160c9
OG0006792,SVG,Q9Z0R0|HASP_MOUSE Serine/threonine-protein kinase haspin,Frillagalma vityazi,PalmatGasmat,1.1668779104957596,1646711,097ffbbc10b1a9a8ebe1e972e33d0915
OG0006805,SVG,Q9Y5N5|HEMK2_HUMAN HemK methyltransferase family member 2,Frillagalma vityazi,PalmatGasmat,1.2675261826217914,1578960,NA
OG0006754,SVG,Q9JI70|MKKS_MOUSE McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin,Frillagalma vityazi,PalmatGasmat,1.3217987085795635,1630391,e0b58fe4d5bb4975a703ca29c1ab098d
OG0006791,SVG,Q9NYG2|ZDHC3_HUMAN Palmitoyltransferase ZDHHC3 {ECO:0000305},Frillagalma vityazi,PalmatGasmat,1.3501387036305739,1612885,NA
OG0006656,SVG,Q55GQ6|UPP_DICDI Uracil phosphoribosyltransferase,Frillagalma vityazi,PalmatGasmat,1.2076568988765497,1624013,ce5ec5f1024a5e15cfccf099ea638b09
OG0006740,SVG,B5XF11|KDM8_SALSA Lysine-specific demethylase 8,Frillagalma vityazi,PalmatGasmat,1.0499415521643447,1589943,6a5f0491431ff439382b6147d7d8a447
